,ENTIDAD,A?O,MES,TEMPERATURA_PROMEDIO,TEMPERATURA_MAXIMA,TEMPERATURA_MINIMA
6120,SANTO DOMINGO,2017,ABRIL,21.90000000,32.50000000,11.30000000
6121,YAMANGO,2017,ABRIL,25.00000000,33.90000000,16.10000000
6122,HUANCABAMBA,2017,ABRIL,25.20000000,34.50000000,15.80000000
6123,CANCHAQUE,2017,ABRIL,23.80000000,31.80000000,15.70000000
6124,EL CARMEN DE LA FRONTERA,2017,ABRIL,25.60000000,33.20000000,18.00000000
6125,HUARMACA,2017,ABRIL,19.80000000,28.40000000,11.30000000
6126,LALAQUIZ,2017,ABRIL,21.60000000,30.30000000,12.80000000
6127,SAN MIGUEL DE EL FAIQUE,2017,ABRIL,28.20000000,33.40000000,23.10000000
6128,SONDOR,2017,ABRIL,25.30000000,33.30000000,17.20000000
6129,SONDORILLO,2017,ABRIL,24.70000000,34.40000000,15.10000000
6130,AYABACA,2017,ABRIL,22.60000000,33.00000000,12.20000000
6131,FRIAS,2017,ABRIL,28.70000000,34.50000000,22.90000000
6132,JILILI,2017,ABRIL,26.00000000,32.50000000,19.50000000
6133,LAGUNAS,2017,ABRIL,16.10000000,25.50000000,6.80000000
6134,MONTERO,2017,ABRIL,24.60000000,30.90000000,18.30000000
6135,PACAIPAMPA,2017,ABRIL,28.30000000,35.10000000,21.40000000
6136,PAIMAS,2017,ABRIL,18.70000000,29.50000000,7.90000000
6137,SAPILLICA,2017,ABRIL,23.10000000,31.80000000,14.40000000
6138,PAITA,2017,MAYO,21.80000000,32.30000000,11.30000000
6139,AMOTAPE,2017,MAYO,22.70000000,29.80000000,15.60000000
6140,COLAN,2017,MAYO,23.70000000,30.90000000,16.50000000
6141,EL ARENAL,2017,MAYO,30.80000000,37.50000000,24.20000000
6142,LA HUACA,2017,MAYO,26.10000000,33.70000000,18.40000000
6143,TAMARINDO,2017,MAYO,26.50000000,33.40000000,19.60000000
6144,VICHAYAL,2017,MAYO,27.30000000,33.30000000,21.40000000
6145,CHULUCANAS,2017,MAYO,22.50000000,32.60000000,12.30000000
6146,BUENOS AIRES,2017,MAYO,21.30000000,28.10000000,14.50000000
6147,CHALACO,2017,MAYO,22.50000000,32.50000000,12.60000000
6148,LA MATANZA,2017,MAYO,23.50000000,32.90000000,14.20000000
6149,MORROPON,2017,MAYO,27.10000000,34.00000000,20.20000000
6150,SALITRAL,2017,MAYO,23.00000000,31.30000000,14.70000000
6151,SAN JUAN DE BIGOTE,2017,MAYO,24.70000000,34.50000000,15.00000000
6152,SANTA CATALINA DE MOSSA,2017,MAYO,17.80000000,26.10000000,9.60000000
6153,SANTO DOMINGO,2017,MAYO,24.20000000,33.70000000,14.70000000
6154,YAMANGO,2017,MAYO,25.40000000,33.00000000,17.80000000
6155,HUANCABAMBA,2017,MAYO,26.90000000,35.10000000,18.60000000
6156,CANCHAQUE,2017,MAYO,26.20000000,33.40000000,18.90000000
6157,EL CARMEN DE LA FRONTERA,2017,MAYO,26.70000000,33.30000000,20.00000000
6158,HUARMACA,2017,MAYO,21.40000000,29.10000000,13.60000000
6159,LALAQUIZ,2017,MAYO,24.40000000,32.30000000,16.50000000
6160,SAN MIGUEL DE EL FAIQUE,2017,MAYO,29.70000000,34.80000000,24.50000000
6161,SONDOR,2017,MAYO,27.40000000,34.70000000,20.10000000
6162,SONDORILLO,2017,MAYO,26.60000000,35.00000000,18.20000000
6163,AYABACA,2017,MAYO,24.30000000,34.00000000,14.60000000
6164,FRIAS,2017,MAYO,29.90000000,35.60000000,24.20000000
6165,JILILI,2017,MAYO,28.10000000,34.20000000,22.10000000
6166,LAGUNAS,2017,MAYO,18.40000000,26.30000000,10.40000000
6167,MONTERO,2017,MAYO,26.10000000,32.10000000,20.00000000
6168,PACAIPAMPA,2017,MAYO,29.70000000,36.50000000,22.90000000
6169,PAIMAS,2017,MAYO,21.90000000,32.30000000,11.40000000
6170,SAPILLICA,2017,MAYO,25.10000000,33.20000000,16.90000000
6171,PAITA,2017,JUNIO,23.50000000,31.50000000,15.40000000
6172,AMOTAPE,2017,JUNIO,26.40000000,34.00000000,18.80000000
6173,COLAN,2017,JUNIO,26.60000000,33.20000000,19.90000000
6174,EL ARENAL,2017,JUNIO,29.30000000,34.50000000,24.10000000
6175,LA HUACA,2017,JUNIO,28.40000000,35.70000000,21.10000000
6176,TAMARINDO,2017,JUNIO,28.50000000,33.40000000,23.50000000
6177,VICHAYAL,2017,JUNIO,26.00000000,31.00000000,21.10000000
6178,CHULUCANAS,2017,JUNIO,26.90000000,36.00000000,17.80000000
6179,BUENOS AIRES,2017,JUNIO,20.30000000,26.50000000,14.20000000
6180,CHALACO,2017,JUNIO,25.00000000,34.30000000,15.70000000
6181,LA MATANZA,2017,JUNIO,22.90000000,30.80000000,15.10000000
6182,MORROPON,2017,JUNIO,26.30000000,32.40000000,20.20000000
6183,SALITRAL,2017,JUNIO,22.10000000,29.60000000,14.60000000
6184,SAN JUAN DE BIGOTE,2017,JUNIO,25.50000000,33.40000000,17.60000000
6185,SANTA CATALINA DE MOSSA,2017,JUNIO,17.30000000,24.40000000,10.10000000
6186,SANTO DOMINGO,2017,JUNIO,24.00000000,31.80000000,16.30000000
6187,YAMANGO,2017,JUNIO,23.10000000,29.00000000,17.20000000
6188,HUANCABAMBA,2017,JUNIO,28.60000000,34.60000000,22.50000000
6189,CANCHAQUE,2017,JUNIO,28.30000000,35.90000000,20.70000000
6190,EL CARMEN DE LA FRONTERA,2017,JUNIO,26.00000000,31.40000000,20.50000000
6191,HUARMACA,2017,JUNIO,20.30000000,27.00000000,13.60000000
6192,LALAQUIZ,2017,JUNIO,23.50000000,30.70000000,16.20000000
6193,SAN MIGUEL DE EL FAIQUE,2017,JUNIO,29.50000000,34.00000000,25.00000000
6194,SONDOR,2017,JUNIO,27.80000000,35.00000000,20.50000000
6195,SONDORILLO,2017,JUNIO,29.80000000,36.90000000,22.80000000
6196,AYABACA,2017,JUNIO,30.00000000,39.30000000,20.80000000
6197,FRIAS,2017,JUNIO,28.50000000,33.20000000,23.90000000
6198,JILILI,2017,JUNIO,29.90000000,36.20000000,23.70000000
6199,LAGUNAS,2017,JUNIO,17.20000000,24.00000000,10.50000000
6200,MONTERO,2017,JUNIO,25.80000000,31.20000000,20.40000000
6201,PACAIPAMPA,2017,JUNIO,28.70000000,34.10000000,23.30000000
6202,PAIMAS,2017,JUNIO,22.80000000,31.40000000,14.20000000
6203,SAPILLICA,2017,JUNIO,26.80000000,34.20000000,19.50000000
6204,PAITA,2017,JULIO,20.30000000,27.00000000,13.60000000
6205,AMOTAPE,2017,JULIO,29.30000000,35.50000000,23.00000000
6206,COLAN,2017,JULIO,29.80000000,35.80000000,23.90000000
6207,EL ARENAL,2017,JULIO,29.00000000,34.60000000,23.40000000
6208,LA HUACA,2017,JULIO,28.60000000,35.20000000,21.90000000
6209,TAMARINDO,2017,JULIO,28.80000000,34.50000000,23.20000000
6210,VICHAYAL,2017,JULIO,25.90000000,31.30000000,20.60000000
6211,CHULUCANAS,2017,JULIO,24.60000000,31.50000000,17.80000000
6212,BUENOS AIRES,2017,JULIO,18.70000000,24.30000000,13.10000000
6213,CHALACO,2017,JULIO,23.00000000,30.30000000,15.60000000
6214,LA MATANZA,2017,JULIO,20.50000000,27.10000000,14.00000000
6215,MORROPON,2017,JULIO,25.80000000,32.10000000,19.50000000
6216,SALITRAL,2017,JULIO,20.30000000,26.40000000,14.20000000
6217,SAN JUAN DE BIGOTE,2017,JULIO,23.30000000,29.70000000,16.80000000
6218,SANTA CATALINA DE MOSSA,2017,JULIO,15.80000000,22.20000000,9.50000000
6219,SANTO DOMINGO,2017,JULIO,22.00000000,28.70000000,15.30000000
6220,YAMANGO,2017,JULIO,22.50000000,28.60000000,16.40000000
6221,HUANCABAMBA,2017,JULIO,28.50000000,34.00000000,22.90000000
6222,CANCHAQUE,2017,JULIO,28.00000000,35.00000000,21.00000000
6223,EL CARMEN DE LA FRONTERA,2017,JULIO,25.50000000,31.00000000,20.00000000
6224,HUARMACA,2017,JULIO,19.10000000,25.50000000,12.80000000
6225,LALAQUIZ,2017,JULIO,21.40000000,27.40000000,15.30000000
6226,SAN MIGUEL DE EL FAIQUE,2017,JULIO,29.80000000,34.90000000,24.60000000
6227,SONDOR,2017,JULIO,25.70000000,31.60000000,19.90000000
6228,SONDORILLO,2017,JULIO,30.70000000,36.90000000,24.40000000
6229,AYABACA,2017,JULIO,29.70000000,36.40000000,23.00000000
6230,FRIAS,2017,JULIO,28.70000000,33.60000000,23.80000000
6231,JILILI,2017,JULIO,29.10000000,34.70000000,23.60000000
6232,LAGUNAS,2017,JULIO,16.70000000,23.30000000,10.10000000
6233,MONTERO,2017,JULIO,24.50000000,29.60000000,19.50000000
6234,PACAIPAMPA,2017,JULIO,28.30000000,34.00000000,22.70000000
6235,PAIMAS,2017,JULIO,20.30000000,26.70000000,13.80000000
6236,SAPILLICA,2017,JULIO,26.10000000,32.40000000,19.80000000
6237,PAITA,2017,AGOSTO,21.30000000,28.00000000,14.70000000
6238,AMOTAPE,2017,AGOSTO,29.00000000,35.60000000,22.30000000
6239,COLAN,2017,AGOSTO,30.80000000,36.20000000,25.40000000
6240,EL ARENAL,2017,AGOSTO,29.40000000,34.90000000,23.90000000
6241,LA HUACA,2017,AGOSTO,28.20000000,34.70000000,21.70000000
6242,TAMARINDO,2017,AGOSTO,28.50000000,33.60000000,23.50000000
6243,VICHAYAL,2017,AGOSTO,26.10000000,31.60000000,20.60000000
6244,CHULUCANAS,2017,AGOSTO,23.60000000,30.00000000,17.10000000
6245,BUENOS AIRES,2017,AGOSTO,19.60000000,25.00000000,14.10000000
6246,CHALACO,2017,AGOSTO,22.40000000,29.30000000,15.50000000
6247,LA MATANZA,2017,AGOSTO,21.10000000,28.00000000,14.20000000
6248,MORROPON,2017,AGOSTO,25.90000000,31.90000000,19.90000000
6249,SALITRAL,2017,AGOSTO,21.20000000,27.90000000,14.40000000
6250,SAN JUAN DE BIGOTE,2017,AGOSTO,23.60000000,30.00000000,17.10000000
6251,SANTA CATALINA DE MOSSA,2017,AGOSTO,16.50000000,22.90000000,10.10000000
6252,SANTO DOMINGO,2017,AGOSTO,22.40000000,29.10000000,15.70000000
6253,YAMANGO,2017,AGOSTO,22.60000000,28.40000000,16.90000000
6254,HUANCABAMBA,2017,AGOSTO,28.40000000,33.30000000,23.50000000
6255,CANCHAQUE,2017,AGOSTO,28.60000000,35.80000000,21.40000000
6256,EL CARMEN DE LA FRONTERA,2017,AGOSTO,25.50000000,31.20000000,19.80000000
6257,HUARMACA,2017,AGOSTO,19.80000000,26.40000000,13.20000000
6258,LALAQUIZ,2017,AGOSTO,21.70000000,28.00000000,15.40000000
6259,SAN MIGUEL DE EL FAIQUE,2017,AGOSTO,29.90000000,34.60000000,25.20000000
6260,SONDOR,2017,AGOSTO,27.20000000,33.60000000,20.90000000
6261,SONDORILLO,2017,AGOSTO,30.30000000,36.20000000,24.50000000
6262,AYABACA,2017,AGOSTO,29.90000000,37.00000000,22.90000000
6263,FRIAS,2017,AGOSTO,28.70000000,33.70000000,23.70000000
6264,JILILI,2017,AGOSTO,30.20000000,35.90000000,24.40000000
6265,LAGUNAS,2017,AGOSTO,17.50000000,24.50000000,10.50000000
6266,MONTERO,2017,AGOSTO,25.50000000,31.00000000,20.00000000
6267,PACAIPAMPA,2017,AGOSTO,28.60000000,34.20000000,23.10000000
6268,PAIMAS,2017,AGOSTO,20.70000000,27.30000000,14.10000000
6269,SAPILLICA,2017,AGOSTO,26.20000000,32.40000000,19.90000000
6270,PAITA,2017,SEPTIEMBRE,20.00000000,26.10000000,13.90000000
6271,AMOTAPE,2017,SEPTIEMBRE,25.50000000,32.20000000,18.90000000
6272,COLAN,2017,SEPTIEMBRE,28.30000000,33.40000000,23.10000000
6273,EL ARENAL,2017,SEPTIEMBRE,28.30000000,33.40000000,23.10000000
6274,LA HUACA,2017,SEPTIEMBRE,26.20000000,32.60000000,19.70000000
6275,TAMARINDO,2017,SEPTIEMBRE,27.70000000,32.50000000,22.80000000
6276,VICHAYAL,2017,SEPTIEMBRE,26.00000000,31.00000000,20.90000000
6277,CHULUCANAS,2017,SEPTIEMBRE,22.90000000,30.60000000,15.30000000
6278,BUENOS AIRES,2017,SEPTIEMBRE,18.50000000,23.50000000,13.60000000
6279,CHALACO,2017,SEPTIEMBRE,21.00000000,27.90000000,14.10000000
6280,LA MATANZA,2017,SEPTIEMBRE,20.10000000,26.40000000,13.80000000
6281,MORROPON,2017,SEPTIEMBRE,25.20000000,31.00000000,19.30000000
6282,SALITRAL,2017,SEPTIEMBRE,19.80000000,25.60000000,14.00000000
6283,SAN JUAN DE BIGOTE,2017,SEPTIEMBRE,22.70000000,28.90000000,16.50000000
6284,SANTA CATALINA DE MOSSA,2017,SEPTIEMBRE,15.70000000,21.70000000,9.70000000
6285,SANTO DOMINGO,2017,SEPTIEMBRE,21.70000000,28.20000000,15.10000000
6286,YAMANGO,2017,SEPTIEMBRE,22.20000000,27.50000000,17.00000000
6287,HUANCABAMBA,2017,SEPTIEMBRE,27.80000000,32.60000000,22.90000000
6288,CANCHAQUE,2017,SEPTIEMBRE,26.20000000,32.80000000,19.60000000
6289,EL CARMEN DE LA FRONTERA,2017,SEPTIEMBRE,24.80000000,29.80000000,19.80000000
6290,HUARMACA,2017,SEPTIEMBRE,18.90000000,24.70000000,13.10000000
6291,LALAQUIZ,2017,SEPTIEMBRE,20.50000000,26.40000000,14.60000000
6292,SAN MIGUEL DE EL FAIQUE,2017,SEPTIEMBRE,29.60000000,34.60000000,24.60000000
6293,SONDOR,2017,SEPTIEMBRE,25.00000000,30.60000000,19.40000000
6294,SONDORILLO,2017,SEPTIEMBRE,29.60000000,35.70000000,23.40000000
6295,AYABACA,2017,SEPTIEMBRE,27.90000000,35.70000000,20.10000000
6296,FRIAS,2017,SEPTIEMBRE,28.20000000,32.40000000,24.00000000
6297,JILILI,2017,SEPTIEMBRE,28.10000000,33.50000000,22.70000000
6298,LAGUNAS,2017,SEPTIEMBRE,17.10000000,22.70000000,11.50000000
6299,MONTERO,2017,SEPTIEMBRE,24.40000000,29.30000000,19.60000000
6300,PACAIPAMPA,2017,SEPTIEMBRE,28.40000000,33.70000000,23.10000000
6301,PAIMAS,2017,SEPTIEMBRE,18.90000000,25.00000000,12.90000000
6302,SAPILLICA,2017,SEPTIEMBRE,24.90000000,31.10000000,18.60000000
6303,PAITA,2017,OCTUBRE,17.80000000,25.60000000,10.00000000
6304,AMOTAPE,2017,OCTUBRE,28.00000000,34.50000000,21.50000000
6305,COLAN,2017,OCTUBRE,28.00000000,34.50000000,21.50000000
6306,EL ARENAL,2017,OCTUBRE,27.20000000,32.10000000,22.40000000
6307,LA HUACA,2017,OCTUBRE,21.30000000,28.00000000,14.60000000
6308,TAMARINDO,2017,OCTUBRE,28.20000000,33.80000000,22.70000000
6309,VICHAYAL,2017,OCTUBRE,25.10000000,30.10000000,20.10000000
6310,CHULUCANAS,2017,OCTUBRE,20.50000000,28.90000000,12.00000000
6311,BUENOS AIRES,2017,OCTUBRE,17.60000000,23.20000000,12.00000000
6312,CHALACO,2017,OCTUBRE,19.50000000,27.50000000,11.50000000
6313,LA MATANZA,2017,OCTUBRE,18.80000000,26.30000000,11.30000000
6314,MORROPON,2017,OCTUBRE,25.20000000,31.70000000,18.60000000
6315,SALITRAL,2017,OCTUBRE,18.20000000,24.70000000,11.80000000
6316,SAN JUAN DE BIGOTE,2017,OCTUBRE,21.80000000,29.30000000,14.30000000
6317,SANTA CATALINA DE MOSSA,2017,OCTUBRE,14.60000000,21.60000000,7.70000000
6318,SANTO DOMINGO,2017,OCTUBRE,21.00000000,28.70000000,13.30000000
6319,YAMANGO,2017,OCTUBRE,21.60000000,28.20000000,15.00000000
6320,HUANCABAMBA,2017,OCTUBRE,28.10000000,34.10000000,22.10000000
6321,CANCHAQUE,2017,OCTUBRE,21.60000000,28.50000000,14.70000000
6322,EL CARMEN DE LA FRONTERA,2017,OCTUBRE,24.40000000,29.60000000,19.20000000
6323,HUARMACA,2017,OCTUBRE,18.00000000,24.50000000,11.50000000
6324,LALAQUIZ,2017,OCTUBRE,19.10000000,25.20000000,12.90000000
6325,SAN MIGUEL DE EL FAIQUE,2017,OCTUBRE,27.40000000,32.00000000,22.80000000
6326,SONDOR,2017,OCTUBRE,22.60000000,28.70000000,16.60000000
6327,SONDORILLO,2017,OCTUBRE,29.70000000,37.40000000,22.00000000
6328,AYABACA,2017,OCTUBRE,26.40000000,35.80000000,17.00000000
6329,FRIAS,2017,OCTUBRE,26.70000000,30.70000000,22.70000000
6330,JILILI,2017,OCTUBRE,24.20000000,30.00000000,18.50000000
6331,LAGUNAS,2017,OCTUBRE,15.50000000,22.50000000,8.40000000
6332,MONTERO,2017,OCTUBRE,22.80000000,27.70000000,17.90000000
6333,PACAIPAMPA,2017,OCTUBRE,26.60000000,31.70000000,21.50000000
6334,PAIMAS,2017,OCTUBRE,17.70000000,25.50000000,9.80000000
6335,SAPILLICA,2017,OCTUBRE,23.00000000,30.00000000,16.00000000
6336,PAITA,2017,NOVIEMBRE,16.30000000,26.70000000,6.00000000
6337,AMOTAPE,2017,NOVIEMBRE,19.20000000,26.00000000,12.40000000
6338,COLAN,2017,NOVIEMBRE,24.30000000,31.30000000,17.30000000
6339,EL ARENAL,2017,NOVIEMBRE,25.00000000,30.60000000,19.50000000
6340,LA HUACA,2017,NOVIEMBRE,18.70000000,26.50000000,10.90000000
6341,TAMARINDO,2017,NOVIEMBRE,27.70000000,33.60000000,21.80000000
6342,VICHAYAL,2017,NOVIEMBRE,23.80000000,29.90000000,17.80000000
6343,CHULUCANAS,2017,NOVIEMBRE,16.90000000,27.30000000,6.60000000
6344,BUENOS AIRES,2017,NOVIEMBRE,16.20000000,23.60000000,8.80000000
6345,CHALACO,2017,NOVIEMBRE,16.50000000,26.90000000,6.10000000
6346,LA MATANZA,2017,NOVIEMBRE,17.10000000,27.10000000,7.20000000
6347,MORROPON,2017,NOVIEMBRE,24.50000000,31.90000000,17.00000000
6348,SALITRAL,2017,NOVIEMBRE,16.50000000,25.30000000,7.60000000
6349,SAN JUAN DE BIGOTE,2017,NOVIEMBRE,20.00000000,29.60000000,10.30000000
6350,SANTA CATALINA DE MOSSA,2017,NOVIEMBRE,12.70000000,22.20000000,3.30000000
6351,SANTO DOMINGO,2017,NOVIEMBRE,19.20000000,28.80000000,9.60000000
6352,YAMANGO,2017,NOVIEMBRE,20.30000000,28.50000000,12.10000000
6353,HUANCABAMBA,2017,NOVIEMBRE,26.50000000,33.70000000,19.40000000
6354,CANCHAQUE,2017,NOVIEMBRE,19.60000000,27.20000000,12.10000000
6355,EL CARMEN DE LA FRONTERA,2017,NOVIEMBRE,23.00000000,29.40000000,16.50000000
6356,HUARMACA,2017,NOVIEMBRE,16.20000000,24.20000000,8.10000000
6357,LALAQUIZ,2017,NOVIEMBRE,17.40000000,26.00000000,8.90000000
6358,SAN MIGUEL DE EL FAIQUE,2017,NOVIEMBRE,25.40000000,30.80000000,20.00000000
6359,SONDOR,2017,NOVIEMBRE,21.50000000,28.90000000,14.10000000
6360,SONDORILLO,2017,NOVIEMBRE,26.10000000,35.30000000,16.90000000
6361,AYABACA,2017,NOVIEMBRE,22.00000000,31.90000000,12.10000000
6362,FRIAS,2017,NOVIEMBRE,25.10000000,29.40000000,20.90000000
6363,JILILI,2017,NOVIEMBRE,22.70000000,29.00000000,16.50000000
6364,LAGUNAS,2017,NOVIEMBRE,13.50000000,23.60000000,3.40000000
6365,MONTERO,2017,NOVIEMBRE,21.30000000,27.00000000,15.50000000
6366,PACAIPAMPA,2017,NOVIEMBRE,24.10000000,30.00000000,18.10000000
6367,PAIMAS,2017,NOVIEMBRE,15.80000000,26.30000000,5.30000000
6368,SAPILLICA,2017,NOVIEMBRE,20.50000000,28.80000000,12.30000000
6369,PAITA,2017,DICIEMBRE,13.50000000,22.70000000,4.40000000
6370,AMOTAPE,2017,DICIEMBRE,15.80000000,23.00000000,8.70000000
6371,COLAN,2017,DICIEMBRE,20.70000000,26.50000000,14.80000000
6372,EL ARENAL,2017,DICIEMBRE,24.40000000,30.10000000,18.70000000
6373,LA HUACA,2017,DICIEMBRE,13.70000000,20.40000000,6.90000000
6374,TAMARINDO,2017,DICIEMBRE,25.80000000,32.60000000,19.10000000
6375,VICHAYAL,2017,DICIEMBRE,22.80000000,28.90000000,16.60000000
6376,CHULUCANAS,2017,DICIEMBRE,11.30000000,19.30000000,3.40000000
6377,BUENOS AIRES,2017,DICIEMBRE,14.60000000,22.50000000,6.80000000
6378,CHALACO,2017,DICIEMBRE,12.50000000,21.30000000,3.80000000
6379,LA MATANZA,2017,DICIEMBRE,15.10000000,24.70000000,5.50000000
6380,MORROPON,2017,DICIEMBRE,22.80000000,30.80000000,14.70000000
6381,SALITRAL,2017,DICIEMBRE,14.60000000,23.70000000,5.40000000
6382,SAN JUAN DE BIGOTE,2017,DICIEMBRE,17.70000000,26.50000000,8.90000000
6383,SANTA CATALINA DE MOSSA,2017,DICIEMBRE,12.00000000,21.30000000,2.80000000
6384,SANTO DOMINGO,2017,DICIEMBRE,17.10000000,26.70000000,7.50000000
6385,YAMANGO,2017,DICIEMBRE,18.80000000,27.70000000,9.90000000
6386,HUANCABAMBA,2017,DICIEMBRE,22.60000000,29.30000000,15.90000000
6387,CANCHAQUE,2017,DICIEMBRE,14.60000000,21.40000000,7.80000000
6388,EL CARMEN DE LA FRONTERA,2017,DICIEMBRE,21.20000000,27.90000000,14.60000000
6389,HUARMACA,2017,DICIEMBRE,14.40000000,23.00000000,5.80000000
6390,LALAQUIZ,2017,DICIEMBRE,15.10000000,23.30000000,6.90000000
6391,SAN MIGUEL DE EL FAIQUE,2017,DICIEMBRE,24.60000000,30.00000000,19.20000000
6392,SONDOR,2017,DICIEMBRE,17.70000000,25.20000000,10.20000000
6393,SONDORILLO,2017,DICIEMBRE,22.20000000,30.10000000,14.20000000
6394,AYABACA,2017,DICIEMBRE,16.30000000,24.50000000,8.10000000
6395,FRIAS,2017,DICIEMBRE,24.20000000,28.80000000,19.60000000
6396,JILILI,2017,DICIEMBRE,18.40000000,25.00000000,11.70000000
6397,LAGUNAS,2017,DICIEMBRE,12.80000000,22.90000000,2.70000000
6398,MONTERO,2017,DICIEMBRE,19.00000000,24.80000000,13.30000000
6399,PACAIPAMPA,2017,DICIEMBRE,23.50000000,29.50000000,17.50000000
6400,PAIMAS,2017,DICIEMBRE,13.10000000,22.10000000,4.00000000
6401,SAPILLICA,2017,DICIEMBRE,17.00000000,24.50000000,9.60000000
6402,PAITA,2017,ANUAL,18.30833333,27.13333333,9.49166667
6403,AMOTAPE,2017,ANUAL,22.05833333,28.81666667,15.30833333
6404,COLAN,2017,ANUAL,24.51666667,31.13333333,17.86666667
6405,EL ARENAL,2017,ANUAL,27.70833333,33.64166667,21.80000000
6406,LA HUACA,2017,ANUAL,22.50833333,29.85000000,15.13333333
6407,TAMARINDO,2017,ANUAL,26.87500000,33.17500000,20.60833333
6408,VICHAYAL,2017,ANUAL,25.25000000,31.33333333,19.20833333
6409,CHULUCANAS,2017,ANUAL,19.40000000,28.22500000,10.60000000
6410,BUENOS AIRES,2017,ANUAL,17.98333333,24.60000000,11.37500000
6411,CHALACO,2017,ANUAL,19.04166667,28.11666667,9.96666667
6412,LA MATANZA,2017,ANUAL,19.27500000,27.90000000,10.68333333
6413,MORROPON,2017,ANUAL,25.22500000,32.19166667,18.21666667
6414,SALITRAL,2017,ANUAL,18.90000000,26.90833333,10.95000000
6415,SAN JUAN DE BIGOTE,2017,ANUAL,21.51666667,30.10833333,12.91666667
6416,SANTA CATALINA DE MOSSA,2017,ANUAL,14.73333333,22.86666667,6.61666667
6417,SANTO DOMINGO,2017,ANUAL,20.85000000,29.54166667,12.13333333
6418,YAMANGO,2017,ANUAL,22.17500000,29.70833333,14.66666667
6419,HUANCABAMBA,2017,ANUAL,26.00000000,33.13333333,18.84166667
6420,CANCHAQUE,2017,ANUAL,23.00833333,30.43333333,15.58333333
6421,EL CARMEN DE LA FRONTERA,2017,ANUAL,24.38333333,30.76666667,17.99166667
6422,HUARMACA,2017,ANUAL,18.23333333,25.82500000,10.65000000
6423,LALAQUIZ,2017,ANUAL,19.89166667,27.49166667,12.25833333
6424,SAN MIGUEL DE EL FAIQUE,2017,ANUAL,27.70833333,32.89166667,22.52500000
6425,SONDOR,2017,ANUAL,23.67500000,30.77500000,16.58333333
6426,SONDORILLO,2017,ANUAL,26.22500000,34.29166667,18.15833333
6427,AYABACA,2017,ANUAL,23.43333333,32.23333333,14.65833333
6428,FRIAS,2017,ANUAL,27.17500000,32.17500000,22.18333333
6429,JILILI,2017,ANUAL,25.35833333,31.55000000,19.19166667
6430,LAGUNAS,2017,ANUAL,15.44166667,23.76666667,7.11666667
6431,MONTERO,2017,ANUAL,23.25833333,28.94166667,17.56666667
6432,PACAIPAMPA,2017,ANUAL,26.83333333,33.00000000,20.65833333
6433,PAIMAS,2017,ANUAL,17.89166667,26.78333333,8.99166667
6434,SAPILLICA,2017,ANUAL,22.55000000,30.11666667,14.96666667
6435,PAITA,2018,ENERO,13.00000000,22.60000000,3.30000000
6436,AMOTAPE,2018,ENERO,16.30000000,23.40000000,9.20000000
6437,COLAN,2018,ENERO,19.70000000,26.90000000,12.40000000
6438,EL ARENAL,2018,ENERO,22.30000000,27.90000000,16.70000000
6439,LA HUACA,2018,ENERO,11.70000000,19.40000000,4.00000000
6440,TAMARINDO,2018,ENERO,25.20000000,32.00000000,18.30000000
6441,VICHAYAL,2018,ENERO,21.80000000,28.20000000,15.40000000
6442,CHULUCANAS,2018,ENERO,11.00000000,20.70000000,1.30000000
6443,BUENOS AIRES,2018,ENERO,13.40000000,20.70000000,6.10000000
6444,CHALACO,2018,ENERO,12.10000000,22.30000000,1.90000000
6445,LA MATANZA,2018,ENERO,13.90000000,23.20000000,4.60000000
6446,MORROPON,2018,ENERO,22.90000000,30.60000000,15.30000000
6447,SALITRAL,2018,ENERO,13.40000000,21.80000000,5.10000000
6448,SAN JUAN DE BIGOTE,2018,ENERO,16.80000000,26.00000000,7.60000000
6449,SANTA CATALINA DE MOSSA,2018,ENERO,10.50000000,19.90000000,1.10000000
6450,SANTO DOMINGO,2018,ENERO,16.50000000,26.00000000,7.00000000
6451,YAMANGO,2018,ENERO,18.40000000,27.20000000,9.70000000
6452,HUANCABAMBA,2018,ENERO,21.70000000,29.70000000,13.70000000
6453,CANCHAQUE,2018,ENERO,12.30000000,19.90000000,4.70000000
6454,EL CARMEN DE LA FRONTERA,2018,ENERO,20.20000000,26.60000000,13.90000000
6455,HUARMACA,2018,ENERO,13.10000000,21.10000000,5.10000000
6456,LALAQUIZ,2018,ENERO,13.50000000,21.70000000,5.30000000
6457,SAN MIGUEL DE EL FAIQUE,2018,ENERO,23.10000000,28.20000000,17.90000000
6458,SONDOR,2018,ENERO,15.50000000,22.30000000,8.60000000
6459,SONDORILLO,2018,ENERO,20.90000000,31.00000000,10.90000000
6460,AYABACA,2018,ENERO,16.70000000,26.30000000,7.00000000
6461,FRIAS,2018,ENERO,22.10000000,26.60000000,17.60000000
6462,JILILI,2018,ENERO,15.10000000,21.90000000,8.40000000
6463,LAGUNAS,2018,ENERO,11.10000000,20.80000000,1.30000000
6464,MONTERO,2018,ENERO,16.90000000,22.10000000,11.60000000
6465,PACAIPAMPA,2018,ENERO,21.70000000,27.30000000,16.10000000
6466,PAIMAS,2018,ENERO,12.50000000,21.90000000,3.00000000
6467,SAPILLICA,2018,ENERO,16.00000000,24.10000000,7.90000000
6468,PAITA,2018,FEBRERO,16.70000000,25.10000000,8.40000000
