ENTIDAD,Mes,Precipitacion,Ano
COLÁN,3,0,2009
EL ARENAL,3,13.5,2009
CHULUCANAS,3,17.7,2009
BUENOS AIRES,3,0,2009
LA HUACA,3,29,2009
TAMARINDO,3,9.9,2009
VICHAYAL,3,8.6,2009
CHALACO,3,2.4,2009
MORROPÓN,3,3.8,2009
SALITRAL,3,0.1,2009
SAN JUAN DE BIGOTES,3,8.6,2009
SANTA CATALINA DE MOSSA,3,1,2009
LA MATANZA,3,9.8,2009
SANTO DOMINGO,3,2.6,2009
MONTERO,3,2.4,2009
HUANCABAMBA,3,0,2009
CANCHAQUE,3,7.9,2009
CARMEN DE LA FRONTERA,3,2.9,2009
HUARMACA,3,12.8,2009
LALAQUIZ,3,4.2,2009
SAN MIGUEL DEL FAIQUE,3,22.3,2009
SAPILLICA,3,16.4,2009
SONDOR,3,1,2009
SONDORILLO,3,4.8,2009
AYABACA,3,44,2009
FRIAS,3,6.6,2009
JILILÍ,3,12.9,2009
LAGUNAS,3,9.3,2009
PACAIPAMPA,3,13.3,2009
PAIMAS,3,1.3,2009
PAITA,4,1.1,2009
AMOTAPE,4,6,2009
COLÁN,4,0,2009
EL ARENAL,4,16.9,2009
CHULUCANAS,4,18.6,2009
BUENOS AIRES,4,0,2009
LA HUACA,4,27,2009
TAMARINDO,4,0.1,2009
VICHAYAL,4,5.9,2009
CHALACO,4,1.8,2009
MORROPÓN,4,4.3,2009
SALITRAL,4,2.1,2009
SAN JUAN DE BIGOTES,4,5.3,2009
SANTA CATALINA DE MOSSA,4,1.3,2009
LA MATANZA,4,3.6,2009
SANTO DOMINGO,4,1.9,2009
MONTERO,4,4.1,2009
HUANCABAMBA,4,0,2009
CANCHAQUE,4,16.5,2009
CARMEN DE LA FRONTERA,4,15.7,2009
HUARMACA,4,29.8,2009
LALAQUIZ,4,1.2,2009
SAN MIGUEL DEL FAIQUE,4,12,2009
SAPILLICA,4,4.7,2009
SONDOR,4,0,2009
SONDORILLO,4,0.2,2009
AYABACA,4,72.8,2009
FRIAS,4,5.1,2009
JILILÍ,4,1.4,2009
LAGUNAS,4,28.9,2009
PACAIPAMPA,4,6.3,2009
PAIMAS,4,2.7,2009
PAITA,5,13.9,2009
AMOTAPE,5,0.7,2009
COLÁN,5,0.1,2009
EL ARENAL,5,28.2,2009
CHULUCANAS,5,55.3,2009
BUENOS AIRES,5,8.2,2009
LA HUACA,5,168.1,2009
TAMARINDO,5,33.1,2009
VICHAYAL,5,41.7,2009
CHALACO,5,31.3,2009
MORROPÓN,5,42.2,2009
SALITRAL,5,60.1,2009
SAN JUAN DE BIGOTES,5,74.6,2009
SANTA CATALINA DE MOSSA,5,40,2009
LA MATANZA,5,57.3,2009
SANTO DOMINGO,5,56.6,2009
MONTERO,5,87.8,2009
HUANCABAMBA,5,15.5,2009
CANCHAQUE,5,43.9,2009
CARMEN DE LA FRONTERA,5,72.2,2009
HUARMACA,5,91.7,2009
LALAQUIZ,5,40.7,2009
SAN MIGUEL DEL FAIQUE,5,86.5,2009
SAPILLICA,5,65.9,2009
SONDOR,5,11.6,2009
SONDORILLO,5,11.1,2009
AYABACA,5,97,2009
FRIAS,5,92.9,2009
JILILÍ,5,72.2,2009
LAGUNAS,5,63.3,2009
PACAIPAMPA,5,32.8,2009
PAIMAS,5,27.2,2009
PAITA,6,86,2009
AMOTAPE,6,1.1,2009
COLÁN,6,0.9,2009
EL ARENAL,6,173.1,2009
CHULUCANAS,6,34.9,2009
BUENOS AIRES,6,125.6,2009
LA HUACA,6,369,2009
TAMARINDO,6,69.6,2009
VICHAYAL,6,86.3,2009
CHALACO,6,76.5,2009
MORROPÓN,6,137.3,2009
SALITRAL,6,240.9,2009
SAN JUAN DE BIGOTES,6,79.7,2009
SANTA CATALINA DE MOSSA,6,129.4,2009
LA MATANZA,6,108.6,2009
SANTO DOMINGO,6,134.3,2009
MONTERO,6,190,2009
HUANCABAMBA,6,249.7,2009
CANCHAQUE,6,21.5,2009
CARMEN DE LA FRONTERA,6,241.8,2009
HUARMACA,6,168.8,2009
LALAQUIZ,6,88.3,2009
SAN MIGUEL DEL FAIQUE,6,172.2,2009
SAPILLICA,6,90.4,2009
SONDOR,6,72.3,2009
SONDORILLO,6,40.8,2009
AYABACA,6,176.8,2009
FRIAS,6,54.5,2009
JILILÍ,6,124.9,2009
LAGUNAS,6,160.2,2009
PACAIPAMPA,6,111.1,2009
PAIMAS,6,86.9,2009
PAITA,7,47.8,2009
AMOTAPE,7,0,2009
COLÁN,7,4.1,2009
EL ARENAL,7,163.6,2009
CHULUCANAS,7,20.8,2009
BUENOS AIRES,7,154.8,2009
LA HUACA,7,214.5,2009
TAMARINDO,7,106.1,2009
VICHAYAL,7,103.6,2009
CHALACO,7,88.7,2009
MORROPÓN,7,90.1,2009
SALITRAL,7,158.1,2009
SAN JUAN DE BIGOTES,7,46.8,2009
SANTA CATALINA DE MOSSA,7,147.4,2009
LA MATANZA,7,98.6,2009
SANTO DOMINGO,7,153.2,2009
MONTERO,7,105.9,2009
HUANCABAMBA,7,251.1,2009
CANCHAQUE,7,32.2,2009
CARMEN DE LA FRONTERA,7,201.8,2009
HUARMACA,7,153,2009
LALAQUIZ,7,59.4,2009
SAN MIGUEL DEL FAIQUE,7,65.3,2009
SAPILLICA,7,55.8,2009
SONDOR,7,153.1,2009
SONDORILLO,7,108,2009
AYABACA,7,114.5,2009
FRIAS,7,22.4,2009
JILILÍ,7,68.5,2009
LAGUNAS,7,165.5,2009
PACAIPAMPA,7,84.6,2009
PAIMAS,7,71.4,2009
PAITA,8,95.5,2009
AMOTAPE,8,1,2009
COLÁN,8,36.8,2009
EL ARENAL,8,252.5,2009
CHULUCANAS,8,22.6,2009
BUENOS AIRES,8,182.9,2009
LA HUACA,8,333.7,2009
TAMARINDO,8,95,2009
VICHAYAL,8,143,2009
CHALACO,8,121.4,2009
MORROPÓN,8,78.9,2009
SALITRAL,8,166.7,2009
SAN JUAN DE BIGOTES,8,97.3,2009
SANTA CATALINA DE MOSSA,8,142.8,2009
LA MATANZA,8,123,2009
SANTO DOMINGO,8,133.6,2009
MONTERO,8,202.6,2009
HUANCABAMBA,8,296,2009
CANCHAQUE,8,37.5,2009
CARMEN DE LA FRONTERA,8,210.2,2009
HUARMACA,8,164.3,2009
LALAQUIZ,8,77.4,2009
SAN MIGUEL DEL FAIQUE,8,81.2,2009
SAPILLICA,8,132.9,2009
SONDOR,8,165.5,2009
SONDORILLO,8,95.7,2009
AYABACA,8,248.2,2009
FRIAS,8,54.2,2009
JILILÍ,8,88.6,2009
LAGUNAS,8,217,2009
PACAIPAMPA,8,124.6,2009
PAIMAS,8,101.7,2009
PAITA,9,98.1,2009
AMOTAPE,9,0.4,2009
COLÁN,9,100,2009
EL ARENAL,9,190.6,2009
CHULUCANAS,9,91.3,2009
BUENOS AIRES,9,159.6,2009
LA HUACA,9,300,2009
TAMARINDO,9,57.2,2009
VICHAYAL,9,227.8,2009
CHALACO,9,123.9,2009
MORROPÓN,9,197.3,2009
SALITRAL,9,214.3,2009
SAN JUAN DE BIGOTES,9,247.3,2009
SANTA CATALINA DE MOSSA,9,155.2,2009
LA MATANZA,9,216.1,2009
SANTO DOMINGO,9,207.3,2009
MONTERO,9,323.8,2009
HUANCABAMBA,9,215.3,2009
CANCHAQUE,9,167.1,2009
CARMEN DE LA FRONTERA,9,264.6,2009
HUARMACA,9,349.9,2009
LALAQUIZ,9,125.8,2009
SAN MIGUEL DEL FAIQUE,9,117.8,2009
SAPILLICA,9,305.7,2009
SONDOR,9,84.5,2009
SONDORILLO,9,70.8,2009
AYABACA,9,251,2009
FRIAS,9,211.9,2009
JILILÍ,9,214,2009
LAGUNAS,9,358.2,2009
PACAIPAMPA,9,115.4,2009
PAIMAS,9,112.6,2009
PAITA,10,51.1,2009
AMOTAPE,10,0.7,2009
COLÁN,10,71.1,2009
EL ARENAL,10,64.6,2009
CHULUCANAS,10,26.5,2009
BUENOS AIRES,10,213.4,2009
LA HUACA,10,245.9,2009
TAMARINDO,10,66.5,2009
VICHAYAL,10,72.1,2009
CHALACO,10,54.6,2009
MORROPÓN,10,53.5,2009
SALITRAL,10,137.8,2009
SAN JUAN DE BIGOTES,10,145.3,2009
SANTA CATALINA DE MOSSA,10,66.3,2009
LA MATANZA,10,87.7,2009
SANTO DOMINGO,10,61.7,2009
MONTERO,10,102.1,2009
HUANCABAMBA,10,131.6,2009
CANCHAQUE,10,61.9,2009
CARMEN DE LA FRONTERA,10,160.4,2009
HUARMACA,10,132.6,2009
LALAQUIZ,10,63,2009
SAN MIGUEL DEL FAIQUE,10,152.4,2009
SAPILLICA,10,152.2,2009
SONDOR,10,148.2,2009
SONDORILLO,10,85.8,2009
AYABACA,10,158.7,2009
FRIAS,10,44.9,2009
JILILÍ,10,66.8,2009
LAGUNAS,10,193.1,2009
PACAIPAMPA,10,39.9,2009
PAIMAS,10,38.2,2009
PAITA,11,13.5,2009
AMOTAPE,11,12.4,2009
COLÁN,11,0.3,2009
EL ARENAL,11,137.3,2009
CHULUCANAS,11,21.2,2009
BUENOS AIRES,11,0,2009
LA HUACA,11,142,2009
TAMARINDO,11,12.1,2009
VICHAYAL,11,0.7,2009
CHALACO,11,4.6,2009
MORROPÓN,11,0.4,2009
SALITRAL,11,6.3,2009
SAN JUAN DE BIGOTES,11,18.4,2009
SANTA CATALINA DE MOSSA,11,6.9,2009
LA MATANZA,11,1.7,2009
SANTO DOMINGO,11,0.3,2009
MONTERO,11,2.6,2009
HUANCABAMBA,11,47.2,2009
CANCHAQUE,11,48.1,2009
CARMEN DE LA FRONTERA,11,16.4,2009
HUARMACA,11,30.8,2009
LALAQUIZ,11,2,2009
SAN MIGUEL DEL FAIQUE,11,243.3,2009
SAPILLICA,11,30.9,2009
SONDOR,11,9.4,2009
SONDORILLO,11,5.9,2009
AYABACA,11,255.5,2009
FRIAS,11,45.6,2009
JILILÍ,11,4.9,2009
LAGUNAS,11,107.2,2009
PACAIPAMPA,11,132.3,2009
PAIMAS,11,25.6,2009
PAITA,12,6.3,2009
AMOTAPE,12,33.6,2009
COLÁN,12,11,2009
EL ARENAL,12,46.7,2009
CHULUCANAS,12,18.7,2009
BUENOS AIRES,12,13.9,2009
LA HUACA,12,58.4,2009
TAMARINDO,12,10.4,2009
VICHAYAL,12,3.4,2009
CHALACO,12,11.6,2009
MORROPÓN,12,12.7,2009
SALITRAL,12,0.8,2009
SAN JUAN DE BIGOTES,12,26.4,2009
SANTA CATALINA DE MOSSA,12,9.2,2009
LA MATANZA,12,4.1,2009
SANTO DOMINGO,12,6.4,2009
MONTERO,12,3.3,2009
HUANCABAMBA,12,74.8,2009
CANCHAQUE,12,20.7,2009
CARMEN DE LA FRONTERA,12,33.4,2009
HUARMACA,12,20.3,2009
LALAQUIZ,12,16.5,2009
SAN MIGUEL DEL FAIQUE,12,54.8,2009
SAPILLICA,12,67.5,2009
SONDOR,12,14.5,2009
SONDORILLO,12,7.9,2009
AYABACA,12,111.5,2009
FRIAS,12,67.7,2009
JILILÍ,12,6.9,2009
LAGUNAS,12,80.1,2009
PACAIPAMPA,12,46.4,2009
PAIMAS,12,18.1,2009
PAITA,1,32.7,2010
AMOTAPE,1,79.6,2010
COLÁN,1,6.4,2010
EL ARENAL,1,51.3,2010
CHULUCANAS,1,37.6,2010
BUENOS AIRES,1,26.7,2010
LA HUACA,1,45.1,2010
TAMARINDO,1,32.8,2010
VICHAYAL,1,25.8,2010
CHALACO,1,10.5,2010
MORROPÓN,1,53.1,2010
SALITRAL,1,36.4,2010
SAN JUAN DE BIGOTES,1,61.7,2010
SANTA CATALINA DE MOSSA,1,29,2010
LA MATANZA,1,35.1,2010
SANTO DOMINGO,1,43.1,2010
MONTERO,1,27,2010
HUANCABAMBA,1,19.6,2010
CANCHAQUE,1,29.1,2010
CARMEN DE LA FRONTERA,1,19.4,2010
HUARMACA,1,59.8,2010
LALAQUIZ,1,39.5,2010
SAN MIGUEL DEL FAIQUE,1,76.8,2010
SAPILLICA,1,52.5,2010
SONDOR,1,15.9,2010
SONDORILLO,1,59.8,2010
AYABACA,1,163.6,2010
FRIAS,1,23.9,2010
JILILÍ,1,43.8,2010
LAGUNAS,1,80.4,2010
PACAIPAMPA,1,26.4,2010
PAIMAS,1,24.1,2010
PAITA,2,109,2010
AMOTAPE,2,57,2010
COLÁN,2,17.2,2010
EL ARENAL,2,10.3,2010
CHULUCANAS,2,31.4,2010
BUENOS AIRES,2,191.7,2010
LA HUACA,2,17.8,2010
TAMARINDO,2,21.1,2010
VICHAYAL,2,57.3,2010
CHALACO,2,38.7,2010
MORROPÓN,2,151.6,2010
SALITRAL,2,113.9,2010
SAN JUAN DE BIGOTES,2,85.1,2010
SANTA CATALINA DE MOSSA,2,122.3,2010
LA MATANZA,2,124.3,2010
SANTO DOMINGO,2,179.1,2010
MONTERO,2,100.9,2010
HUANCABAMBA,2,124.2,2010
CANCHAQUE,2,36.5,2010
CARMEN DE LA FRONTERA,2,28.4,2010
HUARMACA,2,61.1,2010
LALAQUIZ,2,139.9,2010
SAN MIGUEL DEL FAIQUE,2,35.5,2010
SAPILLICA,2,90.7,2010
SONDOR,2,47,2010
SONDORILLO,2,31.3,2010
AYABACA,2,52.6,2010
FRIAS,2,71.9,2010
JILILÍ,2,67.7,2010
LAGUNAS,2,59.5,2010
PACAIPAMPA,2,14.3,2010
PAIMAS,2,87.4,2010
PAITA,3,0,2010
AMOTAPE,3,23,2010
COLÁN,3,1.9,2010
EL ARENAL,3,3.6,2010
CHULUCANAS,3,6.8,2010
BUENOS AIRES,3,0,2010
LA HUACA,3,14.8,2010
TAMARINDO,3,1.4,2010
VICHAYAL,3,1.6,2010
CHALACO,3,7.4,2010
MORROPÓN,3,0.6,2010
SALITRAL,3,0,2010
SAN JUAN DE BIGOTES,3,5.3,2010
SANTA CATALINA DE MOSSA,3,0,2010
LA MATANZA,3,0.4,2010
SANTO DOMINGO,3,0.2,2010
MONTERO,3,0.4,2010
HUANCABAMBA,3,0.3,2010
CANCHAQUE,3,14.3,2010
CARMEN DE LA FRONTERA,3,17.7,2010
HUARMACA,3,15.4,2010
LALAQUIZ,3,0.9,2010
SAN MIGUEL DEL FAIQUE,3,10.9,2010
SAPILLICA,3,4.4,2010
SONDOR,3,1.9,2010
SONDORILLO,3,6.4,2010
AYABACA,3,35.2,2010
FRIAS,3,6,2010
JILILÍ,3,3.2,2010
LAGUNAS,3,19.7,2010
PACAIPAMPA,3,11.4,2010
PAIMAS,3,0.4,2010
PAITA,4,0.6,2010
AMOTAPE,4,30.3,2010
COLÁN,4,0,2010
EL ARENAL,4,29.1,2010
CHULUCANAS,4,80.2,2010
BUENOS AIRES,4,0,2010
LA HUACA,4,70.4,2010
TAMARINDO,4,13,2010
VICHAYAL,4,14.9,2010
CHALACO,4,3.8,2010
MORROPÓN,4,5.5,2010
SALITRAL,4,0,2010
SAN JUAN DE BIGOTES,4,59,2010
SANTA CATALINA DE MOSSA,4,0.8,2010
LA MATANZA,4,12.3,2010
SANTO DOMINGO,4,1.7,2010
MONTERO,4,9.6,2010
HUANCABAMBA,4,0.1,2010
CANCHAQUE,4,162.4,2010
CARMEN DE LA FRONTERA,4,45.7,2010
HUARMACA,4,55.1,2010
LALAQUIZ,4,22.1,2010
SAN MIGUEL DEL FAIQUE,4,221.9,2010
SAPILLICA,4,94.6,2010
SONDOR,4,1.1,2010
SONDORILLO,4,6.2,2010
AYABACA,4,37.2,2010
FRIAS,4,111.9,2010
JILILÍ,4,58.5,2010
LAGUNAS,4,89,2010
PACAIPAMPA,4,53.8,2010
PAIMAS,4,1.6,2010
PAITA,5,5.3,2010
AMOTAPE,5,0,2010
COLÁN,5,0,2010
EL ARENAL,5,107.4,2010
CHULUCANAS,5,83,2010
BUENOS AIRES,5,0.1,2010
LA HUACA,5,186.4,2010
TAMARINDO,5,4.1,2010
VICHAYAL,5,27.3,2010
CHALACO,5,7.8,2010
MORROPÓN,5,6.5,2010
SALITRAL,5,7.4,2010
SAN JUAN DE BIGOTES,5,32.7,2010
SANTA CATALINA DE MOSSA,5,5,2010
LA MATANZA,5,22.8,2010
SANTO DOMINGO,5,10.3,2010
MONTERO,5,7.1,2010
HUANCABAMBA,5,0.2,2010
CANCHAQUE,5,49.9,2010
CARMEN DE LA FRONTERA,5,25,2010
HUARMACA,5,37.2,2010
LALAQUIZ,5,11,2010
SAN MIGUEL DEL FAIQUE,5,187.9,2010
SAPILLICA,5,49.3,2010
SONDOR,5,0.6,2010
SONDORILLO,5,0,2010
AYABACA,5,73,2010
FRIAS,5,76.3,2010
JILILÍ,5,35.6,2010
LAGUNAS,5,23.7,2010
PACAIPAMPA,5,96.6,2010
PAIMAS,5,2.7,2010
PAITA,6,56.4,2010
AMOTAPE,6,0,2010
COLÁN,6,0,2010
EL ARENAL,6,327.7,2010
CHULUCANAS,6,74.1,2010
BUENOS AIRES,6,83.2,2010
LA HUACA,6,507.5,2010
TAMARINDO,6,36.9,2010
VICHAYAL,6,94.3,2010
CHALACO,6,59.4,2010
MORROPÓN,6,79.5,2010
SALITRAL,6,201.7,2010
SAN JUAN DE BIGOTES,6,48.8,2010
SANTA CATALINA DE MOSSA,6,125.4,2010
LA MATANZA,6,89.7,2010
SANTO DOMINGO,6,131.4,2010
MONTERO,6,182.8,2010
HUANCABAMBA,6,54,2010
CANCHAQUE,6,209.6,2010
CARMEN DE LA FRONTERA,6,241.1,2010
HUARMACA,6,117.1,2010
LALAQUIZ,6,86.2,2010
SAN MIGUEL DEL FAIQUE,6,120.9,2010
SAPILLICA,6,85.4,2010
SONDOR,6,3.1,2010
SONDORILLO,6,5.1,2010
AYABACA,6,319.8,2010
FRIAS,6,131.6,2010
JILILÍ,6,80.3,2010
LAGUNAS,6,131.9,2010
PACAIPAMPA,6,180,2010
PAIMAS,6,36.6,2010
PAITA,7,138.7,2010
AMOTAPE,7,0.4,2010
COLÁN,7,0.8,2010
EL ARENAL,7,266,2010
CHULUCANAS,7,177.8,2010
BUENOS AIRES,7,238.7,2010
LA HUACA,7,395.1,2010
TAMARINDO,7,180.1,2010
VICHAYAL,7,203.3,2010
CHALACO,7,199,2010
MORROPÓN,7,243,2010
SALITRAL,7,318.4,2010
SAN JUAN DE BIGOTES,7,337.9,2010
SANTA CATALINA DE MOSSA,7,282.8,2010
LA MATANZA,7,243.7,2010
SANTO DOMINGO,7,330.1,2010
MONTERO,7,304.7,2010
HUANCABAMBA,7,471.2,2010
CANCHAQUE,7,352.7,2010
CARMEN DE LA FRONTERA,7,371.3,2010
HUARMACA,7,354.4,2010
LALAQUIZ,7,204.4,2010
SAN MIGUEL DEL FAIQUE,7,292.1,2010
SAPILLICA,7,563.6,2010
SONDOR,7,154,2010
SONDORILLO,7,130.7,2010
AYABACA,7,310.1,2010
FRIAS,7,327.7,2010
JILILÍ,7,237.3,2010
LAGUNAS,7,432.2,2010
PACAIPAMPA,7,228.7,2010
PAIMAS,7,160,2010
PAITA,8,70.6,2010
AMOTAPE,8,2.9,2010
COLÁN,8,6.7,2010
EL ARENAL,8,279.2,2010
CHULUCANAS,8,16.3,2010
BUENOS AIRES,8,356.2,2010
LA HUACA,8,756.7,2010
TAMARINDO,8,76.3,2010
VICHAYAL,8,174.5,2010
CHALACO,8,75.6,2010
MORROPÓN,8,125.8,2010
SALITRAL,8,518.2,2010
SAN JUAN DE BIGOTES,8,100.9,2010
SANTA CATALINA DE MOSSA,8,216.9,2010
LA MATANZA,8,161.5,2010
SANTO DOMINGO,8,232.7,2010
MONTERO,8,316,2010
HUANCABAMBA,8,507.4,2010
CANCHAQUE,8,45.5,2010
CARMEN DE LA FRONTERA,8,679.3,2010
HUARMACA,8,279.2,2010
LALAQUIZ,8,79.4,2010
SAN MIGUEL DEL FAIQUE,8,130.2,2010
SAPILLICA,8,107.1,2010
SONDOR,8,191.7,2010
SONDORILLO,8,117.9,2010
AYABACA,8,664.8,2010
FRIAS,8,44.5,2010
JILILÍ,8,164.6,2010
LAGUNAS,8,395.6,2010
PACAIPAMPA,8,219,2010
PAIMAS,8,79.6,2010
PAITA,9,77.6,2010
AMOTAPE,9,3.9,2010
COLÁN,9,73.7,2010
EL ARENAL,9,237.5,2010
CHULUCANAS,9,81.9,2010
BUENOS AIRES,9,301.1,2010
LA HUACA,9,559.5,2010
TAMARINDO,9,100.2,2010
VICHAYAL,9,93.7,2010
CHALACO,9,154,2010
MORROPÓN,9,131.3,2010
SALITRAL,9,310,2010
SAN JUAN DE BIGOTES,9,174.2,2010
SANTA CATALINA DE MOSSA,9,156.9,2010
LA MATANZA,9,114.3,2010
SANTO DOMINGO,9,152.7,2010
MONTERO,9,249.3,2010
HUANCABAMBA,9,462.5,2010
CANCHAQUE,9,322.2,2010
CARMEN DE LA FRONTERA,9,460.5,2010
HUARMACA,9,273.6,2010
LALAQUIZ,9,130.7,2010
SAN MIGUEL DEL FAIQUE,9,217.9,2010
SAPILLICA,9,284.9,2010
SONDOR,9,175.5,2010
SONDORILLO,9,80,2010
AYABACA,9,551.7,2010
FRIAS,9,207.3,2010
JILILÍ,9,125.3,2010
LAGUNAS,9,397.2,2010
PACAIPAMPA,9,182.5,2010
PAIMAS,9,115.5,2010
PAITA,10,2.2,2010
AMOTAPE,10,29.7,2010
COLÁN,10,2.1,2010
EL ARENAL,10,56,2010
CHULUCANAS,10,2,2010
BUENOS AIRES,10,3.1,2010
LA HUACA,10,58.4,2010
TAMARINDO,10,3.7,2010
VICHAYAL,10,3.7,2010
CHALACO,10,2.9,2010
MORROPÓN,10,0.7,2010
SALITRAL,10,9,2010
SAN JUAN DE BIGOTES,10,20.4,2010
SANTA CATALINA DE MOSSA,10,1.2,2010
LA MATANZA,10,3.8,2010
SANTO DOMINGO,10,2.9,2010
MONTERO,10,1.8,2010
HUANCABAMBA,10,10.3,2010
CANCHAQUE,10,8.4,2010
CARMEN DE LA FRONTERA,10,18.3,2010
HUARMACA,10,62.5,2010
LALAQUIZ,10,2.9,2010
SAN MIGUEL DEL FAIQUE,10,63.8,2010
SAPILLICA,10,22.6,2010
SONDOR,10,5.5,2010
SONDORILLO,10,10.7,2010
AYABACA,10,91.6,2010
FRIAS,10,9.9,2010
JILILÍ,10,7.8,2010
LAGUNAS,10,87,2010
PACAIPAMPA,10,39.8,2010
PAIMAS,10,1.1,2010
PAITA,11,0,2010
AMOTAPE,11,8.9,2010
COLÁN,11,0,2010
EL ARENAL,11,48,2010
CHULUCANAS,11,0.9,2010
BUENOS AIRES,11,0,2010
LA HUACA,11,89.9,2010
TAMARINDO,11,0.2,2010
VICHAYAL,11,1.4,2010
CHALACO,11,0,2010
MORROPÓN,11,0,2010
SALITRAL,11,6,2010
SAN JUAN DE BIGOTES,11,9.2,2010
SANTA CATALINA DE MOSSA,11,0,2010
LA MATANZA,11,1.8,2010
SANTO DOMINGO,11,2.1,2010
MONTERO,11,7.3,2010
HUANCABAMBA,11,0,2010
CANCHAQUE,11,0,2010
CARMEN DE LA FRONTERA,11,26.9,2010
HUARMACA,11,43,2010
LALAQUIZ,11,0,2010
SAN MIGUEL DEL FAIQUE,11,130.7,2010
SAPILLICA,11,2.4,2010
SONDOR,11,0,2010
SONDORILLO,11,0,2010
AYABACA,11,207.6,2010
FRIAS,11,0.1,2010
JILILÍ,11,5,2010
LAGUNAS,11,47.5,2010
PACAIPAMPA,11,16.8,2010
PAIMAS,11,0,2010
PAITA,12,0,2010
AMOTAPE,12,61.7,2010
COLÁN,12,0.5,2010
EL ARENAL,12,9.1,2010
CHULUCANAS,12,0,2010
BUENOS AIRES,12,0,2010
LA HUACA,12,28.7,2010
TAMARINDO,12,0.2,2010
VICHAYAL,12,0.1,2010
CHALACO,12,0.2,2010
MORROPÓN,12,0.1,2010
SALITRAL,12,0,2010
SAN JUAN DE BIGOTES,12,3.5,2010
SANTA CATALINA DE MOSSA,12,0,2010
LA MATANZA,12,0,2010
SANTO DOMINGO,12,0,2010
MONTERO,12,0,2010
HUANCABAMBA,12,0,2010
CANCHAQUE,12,0.6,2010
CARMEN DE LA FRONTERA,12,6.5,2010
HUARMACA,12,6.7,2010
LALAQUIZ,12,0.1,2010
SAN MIGUEL DEL FAIQUE,12,15.2,2010
SAPILLICA,12,2.5,2010
SONDOR,12,0.1,2010
SONDORILLO,12,4.9,2010
AYABACA,12,54.7,2010
FRIAS,12,0.1,2010
JILILÍ,12,0,2010
LAGUNAS,12,27.4,2010
PACAIPAMPA,12,2.3,2010
PAIMAS,12,0,2010
PAITA,1,0.5,2011
AMOTAPE,1,5,2011
COLÁN,1,0.1,2011
EL ARENAL,1,65.8,2011
CHULUCANAS,1,7.6,2011
BUENOS AIRES,1,0,2011
LA HUACA,1,46,2011
TAMARINDO,1,2.9,2011
VICHAYAL,1,0.1,2011
CHALACO,1,0.9,2011
MORROPÓN,1,1.9,2011
SALITRAL,1,0,2011
SAN JUAN DE BIGOTES,1,13.5,2011
SANTA CATALINA DE MOSSA,1,0.6,2011
LA MATANZA,1,0.7,2011
SANTO DOMINGO,1,0.6,2011
MONTERO,1,0,2011
HUANCABAMBA,1,0.7,2011
CANCHAQUE,1,23.8,2011
CARMEN DE LA FRONTERA,1,35.6,2011
HUARMACA,1,15.8,2011
LALAQUIZ,1,0.1,2011
SAN MIGUEL DEL FAIQUE,1,40.1,2011
SAPILLICA,1,16,2011
SONDOR,1,0.1,2011
SONDORILLO,1,0.7,2011
AYABACA,1,159.1,2011
FRIAS,1,33.7,2011
JILILÍ,1,0,2011
LAGUNAS,1,76.4,2011
PACAIPAMPA,1,48,2011
PAIMAS,1,0.1,2011
PAITA,2,0,2011
AMOTAPE,2,75.2,2011
COLÁN,2,0.4,2011
EL ARENAL,2,10,2011
CHULUCANAS,2,0.5,2011
BUENOS AIRES,2,0,2011
LA HUACA,2,37.1,2011
TAMARINDO,2,0.3,2011
VICHAYAL,2,0.7,2011
CHALACO,2,0,2011
MORROPÓN,2,0,2011
SALITRAL,2,0,2011
SAN JUAN DE BIGOTES,2,4.5,2011
SANTA CATALINA DE MOSSA,2,0,2011
LA MATANZA,2,0.3,2011
SANTO DOMINGO,2,0,2011
MONTERO,2,0,2011
HUANCABAMBA,2,0,2011
CANCHAQUE,2,0,2011
CARMEN DE LA FRONTERA,2,6.3,2011
HUARMACA,2,7.4,2011
LALAQUIZ,2,0.1,2011
SAN MIGUEL DEL FAIQUE,2,91.2,2011
SAPILLICA,2,2.8,2011
SONDOR,2,0,2011
SONDORILLO,2,1.7,2011
AYABACA,2,120.9,2011
FRIAS,2,0.3,2011
JILILÍ,2,0,2011
LAGUNAS,2,18.5,2011
PACAIPAMPA,2,34.4,2011
PAIMAS,2,0.4,2011
PAITA,3,0,2011
AMOTAPE,3,29.9,2011
COLÁN,3,0.6,2011
EL ARENAL,3,16.4,2011
CHULUCANAS,3,2.5,2011
BUENOS AIRES,3,0,2011
LA HUACA,3,84.3,2011
TAMARINDO,3,0,2011
VICHAYAL,3,8.1,2011
CHALACO,3,0,2011
MORROPÓN,3,0.1,2011
SALITRAL,3,0.7,2011
SAN JUAN DE BIGOTES,3,6.4,2011
SANTA CATALINA DE MOSSA,3,0.2,2011
LA MATANZA,3,2.2,2011
SANTO DOMINGO,3,1.1,2011
MONTERO,3,1.8,2011
HUANCABAMBA,3,0,2011
CANCHAQUE,3,12.1,2011
CARMEN DE LA FRONTERA,3,3.8,2011
HUARMACA,3,26.6,2011
LALAQUIZ,3,8.4,2011
SAN MIGUEL DEL FAIQUE,3,100.9,2011
SAPILLICA,3,14.3,2011
SONDOR,3,0,2011
SONDORILLO,3,0.1,2011
AYABACA,3,106.9,2011
FRIAS,3,7.7,2011
JILILÍ,3,7,2011
LAGUNAS,3,21.8,2011
