,ENTIDAD,A??o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
6096,SONDORILLO,2017,MARZO,24,34.1,13.8
6097,AYABACA,2017,MARZO,20.8,30.9,10.7
6098,FR?AS,2017,MARZO,26.9,32.6,21.2
6099,JILIL?,2017,MARZO,24.1,30,18.1
6100,LAGUNAS,2017,MARZO,14.5,23.7,5.3
6101,MONTERO,2017,MARZO,22.4,28.2,16.5
6102,PACAIPAMPA,2017,MARZO,25.9,33.2,18.6
6103,PAIMAS,2017,MARZO,16.9,26.7,7.1
6104,SAPILLICA,2017,MARZO,21.3,29.7,12.8
6105,PAITA,2017,ABRIL,18.8,29.4,8.1
6106,AMOTAPE,2017,ABRIL,20.4,28,12.8
6107,COL?N,2017,ABRIL,23.1,31.1,15.2
6108,EL ARENAL,2017,ABRIL,29.5,36.4,22.7
6109,LA HUACA,2017,ABRIL,23.3,31.3,15.3
6110,TAMARINDO,2017,ABRIL,24.7,32.3,17.2
6111,VICHAYAL,2017,ABRIL,26.3,33.4,19.2
6112,CHULUCANAS,2017,ABRIL,20.4,30.4,10.4
6113,BUENOS AIRES,2017,ABRIL,19.3,26.5,12.2
6114,CHALACO,2017,ABRIL,20.2,30.5,9.8
6115,LA MATANZA,2017,ABRIL,20.7,30.7,10.6
6116,MORROP?N,2017,ABRIL,26.1,33.7,18.4
6117,SALITRAL,2017,ABRIL,19.6,28.8,10.4
6118,SAN JUAN DE BIGOTE,2017,ABRIL,22.2,32.5,11.9
6119,SANTA CATALINA DE MOSSA,2017,ABRIL,15.7,24.8,6.5
6120,SANTO DOMINGO,2017,ABRIL,21.9,32.5,11.3
6121,YAMANGO,2017,ABRIL,25,33.9,16.1
6122,HUANCABAMBA,2017,ABRIL,25.2,34.5,15.8
6123,CANCHAQUE,2017,ABRIL,23.8,31.8,15.7
6124,EL CARMEN DE LA FRONTERA,2017,ABRIL,25.6,33.2,18
6125,HUARMACA,2017,ABRIL,19.8,28.4,11.3
6126,LALAQUIZ,2017,ABRIL,21.6,30.3,12.8
6127,SAN MIGUEL DE EL FAIQUE,2017,ABRIL,28.2,33.4,23.1
6128,SONDOR,2017,ABRIL,25.3,33.3,17.2
6129,SONDORILLO,2017,ABRIL,24.7,34.4,15.1
6130,AYABACA,2017,ABRIL,22.6,33,12.2
6131,FR?AS,2017,ABRIL,28.7,34.5,22.9
6132,JILIL?,2017,ABRIL,26,32.5,19.5
6133,LAGUNAS,2017,ABRIL,16.1,25.5,6.8
6134,MONTERO,2017,ABRIL,24.6,30.9,18.3
6135,PACAIPAMPA,2017,ABRIL,28.3,35.1,21.4
6136,PAIMAS,2017,ABRIL,18.7,29.5,7.9
6137,SAPILLICA,2017,ABRIL,23.1,31.8,14.4
6138,PAITA,2017,MAYO,21.8,32.3,11.3
6139,AMOTAPE,2017,MAYO,22.7,29.8,15.6
6140,COL?N,2017,MAYO,23.7,30.9,16.5
6141,EL ARENAL,2017,MAYO,30.8,37.5,24.2
6142,LA HUACA,2017,MAYO,26.1,33.7,18.4
6143,TAMARINDO,2017,MAYO,26.5,33.4,19.6
6144,VICHAYAL,2017,MAYO,27.3,33.3,21.4
6145,CHULUCANAS,2017,MAYO,22.5,32.6,12.3
6146,BUENOS AIRES,2017,MAYO,21.3,28.1,14.5
6147,CHALACO,2017,MAYO,22.5,32.5,12.6
6148,LA MATANZA,2017,MAYO,23.5,32.9,14.2
6149,MORROP?N,2017,MAYO,27.1,34,20.2
6150,SALITRAL,2017,MAYO,23,31.3,14.7
6151,SAN JUAN DE BIGOTE,2017,MAYO,24.7,34.5,15
6152,SANTA CATALINA DE MOSSA,2017,MAYO,17.8,26.1,9.6
6153,SANTO DOMINGO,2017,MAYO,24.2,33.7,14.7
6154,YAMANGO,2017,MAYO,25.4,33,17.8
6155,HUANCABAMBA,2017,MAYO,26.9,35.1,18.6
6156,CANCHAQUE,2017,MAYO,26.2,33.4,18.9
6157,EL CARMEN DE LA FRONTERA,2017,MAYO,26.7,33.3,20
6158,HUARMACA,2017,MAYO,21.4,29.1,13.6
6159,LALAQUIZ,2017,MAYO,24.4,32.3,16.5
6160,SAN MIGUEL DE EL FAIQUE,2017,MAYO,29.7,34.8,24.5
6161,SONDOR,2017,MAYO,27.4,34.7,20.1
6162,SONDORILLO,2017,MAYO,26.6,35,18.2
6163,AYABACA,2017,MAYO,24.3,34,14.6
6164,FR?AS,2017,MAYO,29.9,35.6,24.2
6165,JILIL?,2017,MAYO,28.1,34.2,22.1
6166,LAGUNAS,2017,MAYO,18.4,26.3,10.4
6167,MONTERO,2017,MAYO,26.1,32.1,20
6168,PACAIPAMPA,2017,MAYO,29.7,36.5,22.9
6169,PAIMAS,2017,MAYO,21.9,32.3,11.4
6170,SAPILLICA,2017,MAYO,25.1,33.2,16.9
6171,PAITA,2017,JUNIO,23.5,31.5,15.4
6172,AMOTAPE,2017,JUNIO,26.4,34,18.8
6173,COL?N,2017,JUNIO,26.6,33.2,19.9
6174,EL ARENAL,2017,JUNIO,29.3,34.5,24.1
6175,LA HUACA,2017,JUNIO,28.4,35.7,21.1
6176,TAMARINDO,2017,JUNIO,28.5,33.4,23.5
6177,VICHAYAL,2017,JUNIO,26,31,21.1
6178,CHULUCANAS,2017,JUNIO,26.9,36,17.8
6179,BUENOS AIRES,2017,JUNIO,20.3,26.5,14.2
6180,CHALACO,2017,JUNIO,25,34.3,15.7
6181,LA MATANZA,2017,JUNIO,22.9,30.8,15.1
6182,MORROP?N,2017,JUNIO,26.3,32.4,20.2
6183,SALITRAL,2017,JUNIO,22.1,29.6,14.6
6184,SAN JUAN DE BIGOTE,2017,JUNIO,25.5,33.4,17.6
6185,SANTA CATALINA DE MOSSA,2017,JUNIO,17.3,24.4,10.1
6186,SANTO DOMINGO,2017,JUNIO,24,31.8,16.3
6187,YAMANGO,2017,JUNIO,23.1,29,17.2
6188,HUANCABAMBA,2017,JUNIO,28.6,34.6,22.5
6189,CANCHAQUE,2017,JUNIO,28.3,35.9,20.7
6190,EL CARMEN DE LA FRONTERA,2017,JUNIO,26,31.4,20.5
6191,HUARMACA,2017,JUNIO,20.3,27,13.6
6192,LALAQUIZ,2017,JUNIO,23.5,30.7,16.2
6193,SAN MIGUEL DE EL FAIQUE,2017,JUNIO,29.5,34,25
6194,SONDOR,2017,JUNIO,27.8,35,20.5
6195,SONDORILLO,2017,JUNIO,29.8,36.9,22.8
6196,AYABACA,2017,JUNIO,30,39.3,20.8
6197,FR?AS,2017,JUNIO,28.5,33.2,23.9
6198,JILIL?,2017,JUNIO,29.9,36.2,23.7
6199,LAGUNAS,2017,JUNIO,17.2,24,10.5
6200,MONTERO,2017,JUNIO,25.8,31.2,20.4
6201,PACAIPAMPA,2017,JUNIO,28.7,34.1,23.3
6202,PAIMAS,2017,JUNIO,22.8,31.4,14.2
6203,SAPILLICA,2017,JUNIO,26.8,34.2,19.5
6204,PAITA,2017,JULIO,20.3,27,13.6
6205,AMOTAPE,2017,JULIO,29.3,35.5,23
6206,COL?N,2017,JULIO,29.8,35.8,23.9
6207,EL ARENAL,2017,JULIO,29,34.6,23.4
6208,LA HUACA,2017,JULIO,28.6,35.2,21.9
6209,TAMARINDO,2017,JULIO,28.8,34.5,23.2
6210,VICHAYAL,2017,JULIO,25.9,31.3,20.6
6211,CHULUCANAS,2017,JULIO,24.6,31.5,17.8
6212,BUENOS AIRES,2017,JULIO,18.7,24.3,13.1
6213,CHALACO,2017,JULIO,23,30.3,15.6
6214,LA MATANZA,2017,JULIO,20.5,27.1,14
6215,MORROP?N,2017,JULIO,25.8,32.1,19.5
6216,SALITRAL,2017,JULIO,20.3,26.4,14.2
6217,SAN JUAN DE BIGOTE,2017,JULIO,23.3,29.7,16.8
6218,SANTA CATALINA DE MOSSA,2017,JULIO,15.8,22.2,9.5
6219,SANTO DOMINGO,2017,JULIO,22,28.7,15.3
6220,YAMANGO,2017,JULIO,22.5,28.6,16.4
6221,HUANCABAMBA,2017,JULIO,28.5,34,22.9
6222,CANCHAQUE,2017,JULIO,28,35,21
6223,EL CARMEN DE LA FRONTERA,2017,JULIO,25.5,31,20
6224,HUARMACA,2017,JULIO,19.1,25.5,12.8
6225,LALAQUIZ,2017,JULIO,21.4,27.4,15.3
6226,SAN MIGUEL DE EL FAIQUE,2017,JULIO,29.8,34.9,24.6
6227,SONDOR,2017,JULIO,25.7,31.6,19.9
6228,SONDORILLO,2017,JULIO,30.7,36.9,24.4
6229,AYABACA,2017,JULIO,29.7,36.4,23
6230,FR?AS,2017,JULIO,28.7,33.6,23.8
6231,JILIL?,2017,JULIO,29.1,34.7,23.6
6232,LAGUNAS,2017,JULIO,16.7,23.3,10.1
6233,MONTERO,2017,JULIO,24.5,29.6,19.5
6234,PACAIPAMPA,2017,JULIO,28.3,34,22.7
6235,PAIMAS,2017,JULIO,20.3,26.7,13.8
6236,SAPILLICA,2017,JULIO,26.1,32.4,19.8
6237,PAITA,2017,AGOSTO,21.3,28,14.7
6238,AMOTAPE,2017,AGOSTO,29,35.6,22.3
6239,COL?N,2017,AGOSTO,30.8,36.2,25.4
6240,EL ARENAL,2017,AGOSTO,29.4,34.9,23.9
6241,LA HUACA,2017,AGOSTO,28.2,34.7,21.7
6242,TAMARINDO,2017,AGOSTO,28.5,33.6,23.5
6243,VICHAYAL,2017,AGOSTO,26.1,31.6,20.6
6244,CHULUCANAS,2017,AGOSTO,23.6,30,17.1
6245,BUENOS AIRES,2017,AGOSTO,19.6,25,14.1
6246,CHALACO,2017,AGOSTO,22.4,29.3,15.5
6247,LA MATANZA,2017,AGOSTO,21.1,28,14.2
6248,MORROP?N,2017,AGOSTO,25.9,31.9,19.9
6249,SALITRAL,2017,AGOSTO,21.2,27.9,14.4
6250,SAN JUAN DE BIGOTE,2017,AGOSTO,23.6,30,17.1
6251,SANTA CATALINA DE MOSSA,2017,AGOSTO,16.5,22.9,10.1
6252,SANTO DOMINGO,2017,AGOSTO,22.4,29.1,15.7
6253,YAMANGO,2017,AGOSTO,22.6,28.4,16.9
6254,HUANCABAMBA,2017,AGOSTO,28.4,33.3,23.5
6255,CANCHAQUE,2017,AGOSTO,28.6,35.8,21.4
6256,EL CARMEN DE LA FRONTERA,2017,AGOSTO,25.5,31.2,19.8
6257,HUARMACA,2017,AGOSTO,19.8,26.4,13.2
6258,LALAQUIZ,2017,AGOSTO,21.7,28,15.4
6259,SAN MIGUEL DE EL FAIQUE,2017,AGOSTO,29.9,34.6,25.2
6260,SONDOR,2017,AGOSTO,27.2,33.6,20.9
6261,SONDORILLO,2017,AGOSTO,30.3,36.2,24.5
6262,AYABACA,2017,AGOSTO,29.9,37,22.9
6263,FR?AS,2017,AGOSTO,28.7,33.7,23.7
6264,JILIL?,2017,AGOSTO,30.2,35.9,24.4
6265,LAGUNAS,2017,AGOSTO,17.5,24.5,10.5
6266,MONTERO,2017,AGOSTO,25.5,31,20
6267,PACAIPAMPA,2017,AGOSTO,28.6,34.2,23.1
6268,PAIMAS,2017,AGOSTO,20.7,27.3,14.1
6269,SAPILLICA,2017,AGOSTO,26.2,32.4,19.9
6270,PAITA,2017,SEPTIEMBRE,20,26.1,13.9
6271,AMOTAPE,2017,SEPTIEMBRE,25.5,32.2,18.9
6272,COL?N,2017,SEPTIEMBRE,28.3,33.4,23.1
6273,EL ARENAL,2017,SEPTIEMBRE,28.3,33.4,23.1
6274,LA HUACA,2017,SEPTIEMBRE,26.2,32.6,19.7
6275,TAMARINDO,2017,SEPTIEMBRE,27.7,32.5,22.8
6276,VICHAYAL,2017,SEPTIEMBRE,26,31,20.9
6277,CHULUCANAS,2017,SEPTIEMBRE,22.9,30.6,15.3
6278,BUENOS AIRES,2017,SEPTIEMBRE,18.5,23.5,13.6
6279,CHALACO,2017,SEPTIEMBRE,21,27.9,14.1
6280,LA MATANZA,2017,SEPTIEMBRE,20.1,26.4,13.8
6281,MORROP?N,2017,SEPTIEMBRE,25.2,31,19.3
6282,SALITRAL,2017,SEPTIEMBRE,19.8,25.6,14
6283,SAN JUAN DE BIGOTE,2017,SEPTIEMBRE,22.7,28.9,16.5
6284,SANTA CATALINA DE MOSSA,2017,SEPTIEMBRE,15.7,21.7,9.7
6285,SANTO DOMINGO,2017,SEPTIEMBRE,21.7,28.2,15.1
6286,YAMANGO,2017,SEPTIEMBRE,22.2,27.5,17
6287,HUANCABAMBA,2017,SEPTIEMBRE,27.8,32.6,22.9
6288,CANCHAQUE,2017,SEPTIEMBRE,26.2,32.8,19.6
6289,EL CARMEN DE LA FRONTERA,2017,SEPTIEMBRE,24.8,29.8,19.8
6290,HUARMACA,2017,SEPTIEMBRE,18.9,24.7,13.1
6291,LALAQUIZ,2017,SEPTIEMBRE,20.5,26.4,14.6
6292,SAN MIGUEL DE EL FAIQUE,2017,SEPTIEMBRE,29.6,34.6,24.6
6293,SONDOR,2017,SEPTIEMBRE,25,30.6,19.4
6294,SONDORILLO,2017,SEPTIEMBRE,29.6,35.7,23.4
6295,AYABACA,2017,SEPTIEMBRE,27.9,35.7,20.1
6296,FR?AS,2017,SEPTIEMBRE,28.2,32.4,24
6297,JILIL?,2017,SEPTIEMBRE,28.1,33.5,22.7
6298,LAGUNAS,2017,SEPTIEMBRE,17.1,22.7,11.5
6299,MONTERO,2017,SEPTIEMBRE,24.4,29.3,19.6
6300,PACAIPAMPA,2017,SEPTIEMBRE,28.4,33.7,23.1
6301,PAIMAS,2017,SEPTIEMBRE,18.9,25,12.9
6302,SAPILLICA,2017,SEPTIEMBRE,24.9,31.1,18.6
6303,PAITA,2017,OCTUBRE,17.8,25.6,10
6304,AMOTAPE,2017,OCTUBRE,28,34.5,21.5
6305,COL?N,2017,OCTUBRE,28,34.5,21.5
6306,EL ARENAL,2017,OCTUBRE,27.2,32.1,22.4
6307,LA HUACA,2017,OCTUBRE,21.3,28,14.6
6308,TAMARINDO,2017,OCTUBRE,28.2,33.8,22.7
6309,VICHAYAL,2017,OCTUBRE,25.1,30.1,20.1
6310,CHULUCANAS,2017,OCTUBRE,20.5,28.9,12
6311,BUENOS AIRES,2017,OCTUBRE,17.6,23.2,12
6312,CHALACO,2017,OCTUBRE,19.5,27.5,11.5
6313,LA MATANZA,2017,OCTUBRE,18.8,26.3,11.3
6314,MORROP?N,2017,OCTUBRE,25.2,31.7,18.6
6315,SALITRAL,2017,OCTUBRE,18.2,24.7,11.8
6316,SAN JUAN DE BIGOTE,2017,OCTUBRE,21.8,29.3,14.3
6317,SANTA CATALINA DE MOSSA,2017,OCTUBRE,14.6,21.6,7.7
6318,SANTO DOMINGO,2017,OCTUBRE,21,28.7,13.3
6319,YAMANGO,2017,OCTUBRE,21.6,28.2,15
6320,HUANCABAMBA,2017,OCTUBRE,28.1,34.1,22.1
6321,CANCHAQUE,2017,OCTUBRE,21.6,28.5,14.7
6322,EL CARMEN DE LA FRONTERA,2017,OCTUBRE,24.4,29.6,19.2
6323,HUARMACA,2017,OCTUBRE,18,24.5,11.5
6324,LALAQUIZ,2017,OCTUBRE,19.1,25.2,12.9
6325,SAN MIGUEL DE EL FAIQUE,2017,OCTUBRE,27.4,32,22.8
6326,SONDOR,2017,OCTUBRE,22.6,28.7,16.6
6327,SONDORILLO,2017,OCTUBRE,29.7,37.4,22
6328,AYABACA,2017,OCTUBRE,26.4,35.8,17
6329,FR?AS,2017,OCTUBRE,26.7,30.7,22.7
6330,JILIL?,2017,OCTUBRE,24.2,30,18.5
6331,LAGUNAS,2017,OCTUBRE,15.5,22.5,8.4
6332,MONTERO,2017,OCTUBRE,22.8,27.7,17.9
6333,PACAIPAMPA,2017,OCTUBRE,26.6,31.7,21.5
6334,PAIMAS,2017,OCTUBRE,17.7,25.5,9.8
6335,SAPILLICA,2017,OCTUBRE,23,30,16
6336,PAITA,2017,NOVIEMBRE,16.3,26.7,6
6337,AMOTAPE,2017,NOVIEMBRE,19.2,26,12.4
6338,COL?N,2017,NOVIEMBRE,24.3,31.3,17.3
6339,EL ARENAL,2017,NOVIEMBRE,25,30.6,19.5
6340,LA HUACA,2017,NOVIEMBRE,18.7,26.5,10.9
6341,TAMARINDO,2017,NOVIEMBRE,27.7,33.6,21.8
6342,VICHAYAL,2017,NOVIEMBRE,23.8,29.9,17.8
6343,CHULUCANAS,2017,NOVIEMBRE,16.9,27.3,6.6
6344,BUENOS AIRES,2017,NOVIEMBRE,16.2,23.6,8.8
6345,CHALACO,2017,NOVIEMBRE,16.5,26.9,6.1
6346,LA MATANZA,2017,NOVIEMBRE,17.1,27.1,7.2
6347,MORROP?N,2017,NOVIEMBRE,24.5,31.9,17
6348,SALITRAL,2017,NOVIEMBRE,16.5,25.3,7.6
6349,SAN JUAN DE BIGOTE,2017,NOVIEMBRE,20,29.6,10.3
6350,SANTA CATALINA DE MOSSA,2017,NOVIEMBRE,12.7,22.2,3.3
6351,SANTO DOMINGO,2017,NOVIEMBRE,19.2,28.8,9.6
6352,YAMANGO,2017,NOVIEMBRE,20.3,28.5,12.1
6353,HUANCABAMBA,2017,NOVIEMBRE,26.5,33.7,19.4
6354,CANCHAQUE,2017,NOVIEMBRE,19.6,27.2,12.1
6355,EL CARMEN DE LA FRONTERA,2017,NOVIEMBRE,23,29.4,16.5
6356,HUARMACA,2017,NOVIEMBRE,16.2,24.2,8.1
6357,LALAQUIZ,2017,NOVIEMBRE,17.4,26,8.9
6358,SAN MIGUEL DE EL FAIQUE,2017,NOVIEMBRE,25.4,30.8,20
6359,SONDOR,2017,NOVIEMBRE,21.5,28.9,14.1
6360,SONDORILLO,2017,NOVIEMBRE,26.1,35.3,16.9
6361,AYABACA,2017,NOVIEMBRE,22,31.9,12.1
6362,FR?AS,2017,NOVIEMBRE,25.1,29.4,20.9
6363,JILIL?,2017,NOVIEMBRE,22.7,29,16.5
6364,LAGUNAS,2017,NOVIEMBRE,13.5,23.6,3.4
6365,MONTERO,2017,NOVIEMBRE,21.3,27,15.5
6366,PACAIPAMPA,2017,NOVIEMBRE,24.1,30,18.1
6367,PAIMAS,2017,NOVIEMBRE,15.8,26.3,5.3
6368,SAPILLICA,2017,NOVIEMBRE,20.5,28.8,12.3
6369,PAITA,2017,DICIEMBRE,13.5,22.7,4.4
6370,AMOTAPE,2017,DICIEMBRE,15.8,23,8.7
6371,COL?N,2017,DICIEMBRE,20.7,26.5,14.8
6372,EL ARENAL,2017,DICIEMBRE,24.4,30.1,18.7
6373,LA HUACA,2017,DICIEMBRE,13.7,20.4,6.9
6374,TAMARINDO,2017,DICIEMBRE,25.8,32.6,19.1
6375,VICHAYAL,2017,DICIEMBRE,22.8,28.9,16.6
6376,CHULUCANAS,2017,DICIEMBRE,11.3,19.3,3.4
6377,BUENOS AIRES,2017,DICIEMBRE,14.6,22.5,6.8
6378,CHALACO,2017,DICIEMBRE,12.5,21.3,3.8
6379,LA MATANZA,2017,DICIEMBRE,15.1,24.7,5.5
6380,MORROP?N,2017,DICIEMBRE,22.8,30.8,14.7
6381,SALITRAL,2017,DICIEMBRE,14.6,23.7,5.4
6382,SAN JUAN DE BIGOTE,2017,DICIEMBRE,17.7,26.5,8.9
6383,SANTA CATALINA DE MOSSA,2017,DICIEMBRE,12,21.3,2.8
6384,SANTO DOMINGO,2017,DICIEMBRE,17.1,26.7,7.5
6385,YAMANGO,2017,DICIEMBRE,18.8,27.7,9.9
6386,HUANCABAMBA,2017,DICIEMBRE,22.6,29.3,15.9
6387,CANCHAQUE,2017,DICIEMBRE,14.6,21.4,7.8
6388,EL CARMEN DE LA FRONTERA,2017,DICIEMBRE,21.2,27.9,14.6
6389,HUARMACA,2017,DICIEMBRE,14.4,23,5.8
6390,LALAQUIZ,2017,DICIEMBRE,15.1,23.3,6.9
6391,SAN MIGUEL DE EL FAIQUE,2017,DICIEMBRE,24.6,30,19.2
6392,SONDOR,2017,DICIEMBRE,17.7,25.2,10.2
6393,SONDORILLO,2017,DICIEMBRE,22.2,30.1,14.2
6394,AYABACA,2017,DICIEMBRE,16.3,24.5,8.1
6395,FR?AS,2017,DICIEMBRE,24.2,28.8,19.6
6396,JILIL?,2017,DICIEMBRE,18.4,25,11.7
6397,LAGUNAS,2017,DICIEMBRE,12.8,22.9,2.7
6398,MONTERO,2017,DICIEMBRE,19,24.8,13.3
6399,PACAIPAMPA,2017,DICIEMBRE,23.5,29.5,17.5
6400,PAIMAS,2017,DICIEMBRE,13.1,22.1,4
6401,SAPILLICA,2017,DICIEMBRE,17,24.5,9.6
6402,PAITA,2017,ANUAL,18.30833333,27.13333333,9.491666667
6403,AMOTAPE,2017,ANUAL,22.05833333,28.81666667,15.30833333
6404,COL?N,2017,ANUAL,24.51666667,31.13333333,17.86666667
6405,EL ARENAL,2017,ANUAL,27.70833333,33.64166667,21.8
6406,LA HUACA,2017,ANUAL,22.50833333,29.85,15.13333333
6407,TAMARINDO,2017,ANUAL,26.875,33.175,20.60833333
6408,VICHAYAL,2017,ANUAL,25.25,31.33333333,19.20833333
6409,CHULUCANAS,2017,ANUAL,19.4,28.225,10.6
6410,BUENOS AIRES,2017,ANUAL,17.98333333,24.6,11.375
6411,CHALACO,2017,ANUAL,19.04166667,28.11666667,9.966666667
6412,LA MATANZA,2017,ANUAL,19.275,27.9,10.68333333
6413,MORROP?N,2017,ANUAL,25.225,32.19166667,18.21666667
6414,SALITRAL,2017,ANUAL,18.9,26.90833333,10.95
6415,SAN JUAN DE BIGOTE,2017,ANUAL,21.51666667,30.10833333,12.91666667
6416,SANTA CATALINA DE MOSSA,2017,ANUAL,14.73333333,22.86666667,6.616666667
6417,SANTO DOMINGO,2017,ANUAL,20.85,29.54166667,12.13333333
6418,YAMANGO,2017,ANUAL,22.175,29.70833333,14.66666667
6419,HUANCABAMBA,2017,ANUAL,26,33.13333333,18.84166667
6420,CANCHAQUE,2017,ANUAL,23.00833333,30.43333333,15.58333333
6421,EL CARMEN DE LA FRONTERA,2017,ANUAL,24.38333333,30.76666667,17.99166667
6422,HUARMACA,2017,ANUAL,18.23333333,25.825,10.65
6423,LALAQUIZ,2017,ANUAL,19.89166667,27.49166667,12.25833333
6424,SAN MIGUEL DE EL FAIQUE,2017,ANUAL,27.70833333,32.89166667,22.525
6425,SONDOR,2017,ANUAL,23.675,30.775,16.58333333
6426,SONDORILLO,2017,ANUAL,26.225,34.29166667,18.15833333
6427,AYABACA,2017,ANUAL,23.43333333,32.23333333,14.65833333
6428,FR?AS,2017,ANUAL,27.175,32.175,22.18333333
6429,JILIL?,2017,ANUAL,25.35833333,31.55,19.19166667
6430,LAGUNAS,2017,ANUAL,15.44166667,23.76666667,7.116666667
6431,MONTERO,2017,ANUAL,23.25833333,28.94166667,17.56666667
6432,PACAIPAMPA,2017,ANUAL,26.83333333,33,20.65833333
6433,PAIMAS,2017,ANUAL,17.89166667,26.78333333,8.991666667
6434,SAPILLICA,2017,ANUAL,22.55,30.11666667,14.96666667
6435,PAITA,2018,ENERO,13,22.6,3.3
6436,AMOTAPE,2018,ENERO,16.3,23.4,9.2
6437,COL?N,2018,ENERO,19.7,26.9,12.4
6438,EL ARENAL,2018,ENERO,22.3,27.9,16.7
6439,LA HUACA,2018,ENERO,11.7,19.4,4
6440,TAMARINDO,2018,ENERO,25.2,32,18.3
6441,VICHAYAL,2018,ENERO,21.8,28.2,15.4
6442,CHULUCANAS,2018,ENERO,11,20.7,1.3
6443,BUENOS AIRES,2018,ENERO,13.4,20.7,6.1
6444,CHALACO,2018,ENERO,12.1,22.3,1.9
6445,LA MATANZA,2018,ENERO,13.9,23.2,4.6
6446,MORROP?N,2018,ENERO,22.9,30.6,15.3
6447,SALITRAL,2018,ENERO,13.4,21.8,5.1
6448,SAN JUAN DE BIGOTE,2018,ENERO,16.8,26,7.6
6449,SANTA CATALINA DE MOSSA,2018,ENERO,10.5,19.9,1.1
6450,SANTO DOMINGO,2018,ENERO,16.5,26,7
6451,YAMANGO,2018,ENERO,18.4,27.2,9.7
6452,HUANCABAMBA,2018,ENERO,21.7,29.7,13.7
6453,CANCHAQUE,2018,ENERO,12.3,19.9,4.7
6454,EL CARMEN DE LA FRONTERA,2018,ENERO,20.2,26.6,13.9
6455,HUARMACA,2018,ENERO,13.1,21.1,5.1
6456,LALAQUIZ,2018,ENERO,13.5,21.7,5.3
6457,SAN MIGUEL DE EL FAIQUE,2018,ENERO,23.1,28.2,17.9
6458,SONDOR,2018,ENERO,15.5,22.3,8.6
6459,SONDORILLO,2018,ENERO,20.9,31,10.9
6460,AYABACA,2018,ENERO,16.7,26.3,7
6461,FR?AS,2018,ENERO,22.1,26.6,17.6
6462,JILIL?,2018,ENERO,15.1,21.9,8.4
6463,LAGUNAS,2018,ENERO,11.1,20.8,1.3
6464,MONTERO,2018,ENERO,16.9,22.1,11.6
6465,PACAIPAMPA,2018,ENERO,21.7,27.3,16.1
6466,PAIMAS,2018,ENERO,12.5,21.9,3
6467,SAPILLICA,2018,ENERO,16,24.1,7.9
6468,PAITA,2018,FEBRERO,16.7,25.1,8.4
6469,AMOTAPE,2018,FEBRERO,15.5,22.9,8.1
6470,COL?N,2018,FEBRERO,19.9,26.2,13.5
6471,EL ARENAL,2018,FEBRERO,26.1,32.4,19.9
6472,LA HUACA,2018,FEBRERO,18,24.8,11.3
6473,TAMARINDO,2018,FEBRERO,26.2,33.1,19.3
6474,VICHAYAL,2018,FEBRERO,24.7,32,17.5
6475,CHULUCANAS,2018,FEBRERO,14.8,23,6.5
6476,BUENOS AIRES,2018,FEBRERO,17,23.9,10.1
6477,CHALACO,2018,FEBRERO,15.9,24.9,6.8
6478,LA MATANZA,2018,FEBRERO,17.4,26.1,8.7
6479,MORROP?N,2018,FEBRERO,24.4,32.3,16.5
6480,SALITRAL,2018,FEBRERO,16.7,25,8.4
6481,SAN JUAN DE BIGOTE,2018,FEBRERO,19.5,28.2,10.7
6482,SANTA CATALINA DE MOSSA,2018,FEBRERO,13.8,22.8,4.7
6483,SANTO DOMINGO,2018,FEBRERO,19.2,28.2,10.2
6484,YAMANGO,2018,FEBRERO,22.1,30.9,13.2
6485,HUANCABAMBA,2018,FEBRERO,24.7,32.8,16.5
6486,CANCHAQUE,2018,FEBRERO,18.6,25.6,11.7
6487,EL CARMEN DE LA FRONTERA,2018,FEBRERO,23.1,30.3,16
6488,HUARMACA,2018,FEBRERO,17,25.2,8.9
6489,LALAQUIZ,2018,FEBRERO,18.5,26.3,10.8
6490,SAN MIGUEL DE EL FAIQUE,2018,FEBRERO,26.4,31.5,21.2
6491,SONDOR,2018,FEBRERO,21.9,28.4,15.5
6492,SONDORILLO,2018,FEBRERO,22.4,30.7,14.1
6493,AYABACA,2018,FEBRERO,16.4,24.6,8.2
6494,FR?AS,2018,FEBRERO,25.8,30.9,20.8
6495,JILIL?,2018,FEBRERO,22,27.9,16.1
6496,LAGUNAS,2018,FEBRERO,14.4,24,4.7
6497,MONTERO,2018,FEBRERO,21.3,27.2,15.4
6498,PACAIPAMPA,2018,FEBRERO,25.5,32.3,18.7
6499,PAIMAS,2018,FEBRERO,15.8,24.2,7.3
6500,SAPILLICA,2018,FEBRERO,19.3,26.8,11.7
6501,PAITA,2018,MARZO,18.8,29.5,8
6502,AMOTAPE,2018,MARZO,16.6,23.7,9.6
6503,COL?N,2018,MARZO,20.7,28.2,13.1
6504,EL ARENAL,2018,MARZO,27.5,34.7,20.4
6505,LA HUACA,2018,MARZO,20.5,28.3,12.8
6506,TAMARINDO,2018,MARZO,25.8,33.5,18.1
6507,VICHAYAL,2018,MARZO,26.1,33.4,18.8
6508,CHULUCANAS,2018,MARZO,17,26.6,7.3
6509,BUENOS AIRES,2018,MARZO,19.2,26.6,11.8
6510,CHALACO,2018,MARZO,18.8,29.2,8.4
6511,LA MATANZA,2018,MARZO,20.3,30.4,10.1
