Distritos,Sembrada_ha,Cosechada_ha,Ano,Mes,Tipo_sequia,perdida_ha,producto
El Carmen de la Frontera,104,56,2011,5,D1,48,yuca
Amotape,10751,20,2011,6,NPS,10731,yuca
Tamarindo,45,45,2011,6,D0,0,yuca
Santa Catalina de Mossa,804,679,2011,6,D3,125,yuca
Huancabamba,6850,4200,2011,6,D3,2650,yuca
Canchaque,655,655,2011,6,NPS,0,yuca
El Carmen de la Frontera,115,67,2011,6,D2,48,yuca
Amotape,10751,5640,2011,7,NPS,5111,yuca
Tamarindo,45,45,2011,7,NPS,0,yuca
Santa Catalina de Mossa,804,684,2011,7,D2,120,yuca
Huancabamba,6850,4200,2011,7,D2,2650,yuca
Canchaque,655,655,2011,7,NPS,0,yuca
El Carmen de la Frontera,115,67,2011,7,D1,48,yuca
Amotape,10751,7889,2011,8,NPS,2862,yuca
Tamarindo,45,45,2011,8,NPS,0,yuca
Santa Catalina de Mossa,804,697,2011,8,D2,107,yuca
Huancabamba,6850,4200,2011,8,D3,2650,yuca
Canchaque,655,655,2011,8,NPS,0,yuca
El Carmen de la Frontera,115,115,2011,8,D0,0,yuca
Lagunas,154,154,2011,8,D1,0,yuca
Amotape,10751,7889,2011,9,NPS,2862,yuca
Tamarindo,45,45,2011,9,NPS,0,yuca
Santa Catalina de Mossa,804,697,2011,9,D1,107,yuca
Huancabamba,6850,4200,2011,9,D3,2650,yuca
Canchaque,655,655,2011,9,NPS,0,yuca
El Carmen de la Frontera,115,115,2011,9,NPS,0,yuca
Lagunas,154,154,2011,9,NPS,0,yuca
Amotape,10751,7889,2011,12,NPS,2862,yuca
Tamarindo,45,45,2011,12,NPS,0,yuca
Santa Catalina de Mossa,804,697,2011,12,D0,107,yuca
Huancabamba,6850,4200,2011,12,D3,2650,yuca
Canchaque,655,655,2011,12,NPS,0,yuca
El Carmen de la Frontera,115,115,2011,12,NPS,0,yuca
Lagunas,154,154,2011,12,D0,0,yuca
Santa Catalina de Mossa,631,125,2012,3,NPS,506,yuca
El Carmen de la Frontera,128,20,2012,3,NPS,108,yuca
Tamarindo,37,37,2012,4,NPS,0,yuca
Santa Catalina de Mossa,631,287,2012,4,NPS,344,yuca
Huancabamba,8521,3446,2012,4,D0,5075,yuca
Canchaque,680,125,2012,4,NPS,555,yuca
El Carmen de la Frontera,128,20,2012,4,NPS,108,yuca
Lagunas,154,54,2012,4,NPS,100,yuca
Tamarindo,37,37,2012,5,NPS,0,yuca
Vichayal,202,119,2012,5,D2,83,yuca
Santa Catalina de Mossa,631,513,2012,5,NPS,118,yuca
Huancabamba,8521,6223,2012,5,NPS,2298,yuca
Canchaque,680,595,2012,5,NPS,85,yuca
El Carmen de la Frontera,128,41,2012,5,NPS,87,yuca
Sondor,862,55,2012,5,D0,807,yuca
Lagunas,154,90,2012,5,NPS,64,yuca
Tamarindo,37,37,2012,6,NPS,0,yuca
Vichayal,202,119,2012,6,D2,83,yuca
San Juan de Bigotes,25,25,2012,6,NPS,0,yuca
Santa Catalina de Mossa,631,615,2012,6,NPS,16,yuca
Huancabamba,8521,6223,2012,6,NPS,2298,yuca
Canchaque,680,680,2012,6,NPS,0,yuca
El Carmen de la Frontera,128,41,2012,6,NPS,87,yuca
Sondor,2054,862,2012,6,NPS,1192,yuca
Lagunas,154,100,2012,6,NPS,54,yuca
Amotape,11245,1795,2012,7,NPS,9450,yuca
Tamarindo,37,37,2012,7,NPS,0,yuca
Vichayal,202,119,2012,7,D1,83,yuca
San Juan de Bigotes,25,25,2012,7,NPS,0,yuca
Santa Catalina de Mossa,631,626,2012,7,NPS,5,yuca
Huancabamba,8521,6223,2012,7,NPS,2298,yuca
Canchaque,680,680,2012,7,NPS,0,yuca
El Carmen de la Frontera,128,66,2012,7,NPS,62,yuca
Sondor,2090,862,2012,7,NPS,1228,yuca
Lagunas,154,124,2012,7,NPS,30,yuca
Amotape,11245,5620,2012,8,NPS,5625,yuca
Tamarindo,37,37,2012,8,NPS,0,yuca
Vichayal,202,119,2012,8,D1,83,yuca
San Juan de Bigotes,25,25,2012,8,NPS,0,yuca
Santa Catalina de Mossa,631,631,2012,8,NPS,0,yuca
Huancabamba,8521,6398,2012,8,D0,2123,yuca
Canchaque,680,680,2012,8,NPS,0,yuca
El Carmen de la Frontera,128,66,2012,8,NPS,62,yuca
Sondor,1440,212,2012,8,NPS,1228,yuca
Lagunas,154,154,2012,8,NPS,0,yuca
Amotape,11245,5873,2012,9,NPS,5372,yuca
Tamarindo,37,37,2012,9,NPS,0,yuca
Vichayal,202,119,2012,9,D1,83,yuca
San Juan de Bigotes,25,25,2012,9,NPS,0,yuca
Santa Catalina de Mossa,631,631,2012,9,NPS,0,yuca
Huancabamba,8521,6398,2012,9,D0,2123,yuca
Canchaque,680,680,2012,9,NPS,0,yuca
El Carmen de la Frontera,128,128,2012,9,NPS,0,yuca
Sondor,1440,212,2012,9,NPS,1228,yuca
Lagunas,154,154,2012,9,NPS,0,yuca
Amotape,11245,5873,2012,12,D0,5372,yuca
Tamarindo,37,37,2012,12,NPS,0,yuca
Vichayal,202,119,2012,12,NPS,83,yuca
San Juan de Bigotes,25,25,2012,12,NPS,0,yuca
Santa Catalina de Mossa,631,631,2012,12,NPS,0,yuca
Huancabamba,8521,6398,2012,12,D0,2123,yuca
Canchaque,680,680,2012,12,NPS,0,yuca
El Carmen de la Frontera,128,128,2012,12,NPS,0,yuca
Sondor,1440,212,2012,12,NPS,1228,yuca
Lagunas,154,154,2012,12,NPS,0,yuca
Vichayal,207,196,2013,4,NPS,11,yuca
Buenos Aires,176,26,2013,4,D0,150,yuca
Santa Catalina de Mossa,632,130,2013,4,NPS,502,yuca
Huancabamba,14936,6050,2013,4,D0,8886,yuca
Canchaque,691,481,2013,4,NPS,210,yuca
Frías,1200,1200,2013,4,D0,0,yuca
El Arenal,176,26,2013,4,D1,150,yuca
Tamarindo,31,31,2013,5,NPS,0,yuca
Vichayal,207,207,2013,5,D0,0,yuca
Buenos Aires,176,26,2013,5,D1,150,yuca
Santa Catalina de Mossa,632,487,2013,5,NPS,145,yuca
Huancabamba,14936,12190,2013,5,NPS,2746,yuca
Canchaque,691,606,2013,5,NPS,85,yuca
El Carmen de la Frontera,137,45,2013,5,NPS,92,yuca
Frías,1200,1200,2013,5,D0,0,yuca
El Arenal,176,26,2013,5,D0,150,yuca
Tamarindo,31,31,2013,6,NPS,0,yuca
Vichayal,207,207,2013,6,D0,0,yuca
Buenos Aires,176,26,2013,6,D1,150,yuca
Santa Catalina de Mossa,632,579,2013,6,NPS,53,yuca
Huancabamba,14936,12190,2013,6,NPS,2746,yuca
Canchaque,691,691,2013,6,NPS,0,yuca
El Carmen de la Frontera,137,65,2013,6,NPS,72,yuca
Sondorillo,15,15,2013,6,D0,0,yuca
Frías,1200,1200,2013,6,D0,0,yuca
El Arenal,176,26,2013,6,NPS,150,yuca
Amotape,10018,3420,2013,7,D1,6598,yuca
Tamarindo,31,31,2013,7,NPS,0,yuca
Vichayal,207,207,2013,7,NPS,0,yuca
Buenos Aires,176,26,2013,7,D0,150,yuca
Santa Catalina de Mossa,632,582,2013,7,NPS,50,yuca
Huancabamba,14936,12405,2013,7,NPS,2531,yuca
Canchaque,691,691,2013,7,NPS,0,yuca
El Carmen de la Frontera,137,65,2013,7,NPS,72,yuca
Sondorillo,15,15,2013,7,D0,0,yuca
Frías,1200,1200,2013,7,D1,0,yuca
Lagunas,68,36,2013,7,NPS,32,yuca
El Arenal,176,26,2013,7,NPS,150,yuca
Amotape,10018,3420,2013,8,D1,6598,yuca
Tamarindo,31,31,2013,8,NPS,0,yuca
Vichayal,207,207,2013,8,NPS,0,yuca
Buenos Aires,176,26,2013,8,D0,150,yuca
Santa Catalina de Mossa,632,586,2013,8,D0,46,yuca
Huancabamba,14936,12456,2013,8,NPS,2480,yuca
Canchaque,691,691,2013,8,NPS,0,yuca
El Carmen de la Frontera,137,65,2013,8,NPS,72,yuca
Sondorillo,15,15,2013,8,D0,0,yuca
Frías,1200,1200,2013,8,NPS,0,yuca
Lagunas,68,60,2013,8,NPS,8,yuca
El Arenal,176,26,2013,8,NPS,150,yuca
Amotape,7033,3716,2013,9,D1,3317,yuca
Tamarindo,31,31,2013,9,NPS,0,yuca
Vichayal,207,207,2013,9,NPS,0,yuca
Buenos Aires,176,26,2013,9,NPS,150,yuca
Santa Catalina de Mossa,632,586,2013,9,NPS,46,yuca
Huancabamba,14936,12456,2013,9,NPS,2480,yuca
Canchaque,691,691,2013,9,NPS,0,yuca
El Carmen de la Frontera,137,129,2013,9,NPS,8,yuca
Sondorillo,15,15,2013,9,NPS,0,yuca
Frías,1200,1200,2013,9,NPS,0,yuca
Lagunas,68,68,2013,9,NPS,0,yuca
El Arenal,176,26,2013,9,NPS,150,yuca
Amotape,7033,3716,2013,12,NPS,3317,yuca
Tamarindo,31,31,2013,12,NPS,0,yuca
Vichayal,207,207,2013,12,NPS,0,yuca
Buenos Aires,176,26,2013,12,NPS,150,yuca
Santa Catalina de Mossa,632,586,2013,12,NPS,46,yuca
Huancabamba,14936,12456,2013,12,NPS,2480,yuca
Canchaque,691,691,2013,12,NPS,0,yuca
El Carmen de la Frontera,137,129,2013,12,NPS,8,yuca
Sondorillo,15,15,2013,12,NPS,0,yuca
Frías,1200,1200,2013,12,NPS,0,yuca
Lagunas,68,68,2013,12,NPS,0,yuca
El Arenal,176,26,2013,12,NPS,150,yuca
Canchaque,667,50,2014,3,NPS,617,yuca
El Carmen de la Frontera,137,25,2014,3,NPS,112,yuca
Tamarindo,27,14,2014,4,NPS,13,yuca
Vichayal,273,119,2014,4,NPS,154,yuca
Santa Catalina de Mossa,3777,73,2014,4,NPS,3704,yuca
Huancabamba,11007,2797,2014,4,NPS,8210,yuca
Canchaque,667,547,2014,4,NPS,120,yuca
El Carmen de la Frontera,137,65,2014,4,NPS,72,yuca
San Miguel del Faique,10,10,2014,4,NPS,0,yuca
Frías,845,620,2014,4,NPS,225,yuca
Tamarindo,27,27,2014,5,NPS,0,yuca
Vichayal,273,273,2014,5,D0,0,yuca
Santa Catalina de Mossa,3777,440,2014,5,NPS,3337,yuca
Huancabamba,11007,10589,2014,5,NPS,418,yuca
Canchaque,667,667,2014,5,NPS,0,yuca
El Carmen de la Frontera,137,129,2014,5,NPS,8,yuca
San Miguel del Faique,10,10,2014,5,NPS,0,yuca
Frías,845,620,2014,5,NPS,225,yuca
El Arenal,142,142,2014,6,NPS,0,yuca
Tamarindo,27,27,2014,6,NPS,0,yuca
Vichayal,273,273,2014,6,D0,0,yuca
Buenos Aires,124,124,2014,6,D0,0,yuca
Santa Catalina de Mossa,3777,540,2014,6,NPS,3237,yuca
Huancabamba,11007,10667,2014,6,D0,340,yuca
Canchaque,667,667,2014,6,NPS,0,yuca
El Carmen de la Frontera,139,129,2014,6,NPS,10,yuca
San Miguel del Faique,10,10,2014,6,NPS,0,yuca
Frías,845,665,2014,6,NPS,180,yuca
Lagunas,125,39,2014,6,NPS,86,yuca
El Arenal,124,124,2014,6,NPS,0,yuca
Amotape,2811,5,2014,7,D3,2806,yuca
El Arenal,142,142,2014,7,NPS,0,yuca
Tamarindo,27,27,2014,7,NPS,0,yuca
Vichayal,273,273,2014,7,D0,0,yuca
Buenos Aires,124,124,2014,7,D0,0,yuca
Santa Catalina de Mossa,3777,3772,2014,7,NPS,5,yuca
Huancabamba,11007,10887,2014,7,D0,120,yuca
Canchaque,667,667,2014,7,NPS,0,yuca
El Carmen de la Frontera,139,129,2014,7,NPS,10,yuca
San Miguel del Faique,10,10,2014,7,NPS,0,yuca
Frías,845,665,2014,7,NPS,180,yuca
Lagunas,125,85,2014,7,NPS,40,yuca
El Arenal,124,124,2014,7,NPS,0,yuca
Amotape,2811,5,2014,8,D3,2806,yuca
El Arenal,142,142,2014,8,NPS,0,yuca
Tamarindo,27,27,2014,8,NPS,0,yuca
Vichayal,273,273,2014,8,D0,0,yuca
Buenos Aires,124,124,2014,8,NPS,0,yuca
Santa Catalina de Mossa,3777,3777,2014,8,D0,0,yuca
Huancabamba,11007,10887,2014,8,D0,120,yuca
Canchaque,667,667,2014,8,NPS,0,yuca
El Carmen de la Frontera,139,131,2014,8,NPS,8,yuca
San Miguel del Faique,10,10,2014,8,NPS,0,yuca
Frías,845,665,2014,8,D0,180,yuca
Lagunas,125,125,2014,8,NPS,0,yuca
El Arenal,124,124,2014,8,NPS,0,yuca
Amotape,2811,5,2014,9,D3,2806,yuca
El Arenal,142,142,2014,9,NPS,0,yuca
Tamarindo,27,27,2014,9,NPS,0,yuca
Vichayal,273,273,2014,9,NPS,0,yuca
Buenos Aires,124,124,2014,9,NPS,0,yuca
Santa Catalina de Mossa,3777,3777,2014,9,D0,0,yuca
Huancabamba,11007,10887,2014,9,NPS,120,yuca
Canchaque,667,667,2014,9,NPS,0,yuca
El Carmen de la Frontera,139,139,2014,9,NPS,0,yuca
San Miguel del Faique,10,10,2014,9,NPS,0,yuca
Frías,845,665,2014,9,NPS,180,yuca
Lagunas,125,125,2014,9,NPS,0,yuca
El Arenal,124,124,2014,9,NPS,0,yuca
Amotape,2811,5,2014,12,D3,2806,yuca
El Arenal,142,142,2014,12,NPS,0,yuca
Tamarindo,27,27,2014,12,NPS,0,yuca
Vichayal,273,273,2014,12,NPS,0,yuca
Buenos Aires,124,124,2014,12,NPS,0,yuca
Santa Catalina de Mossa,3777,3777,2014,12,NPS,0,yuca
Huancabamba,11007,10887,2014,12,NPS,120,yuca
Canchaque,667,667,2014,12,NPS,0,yuca
El Carmen de la Frontera,139,139,2014,12,NPS,0,yuca
San Miguel del Faique,10,10,2014,12,NPS,0,yuca
Frías,845,665,2014,12,NPS,180,yuca
Lagunas,125,125,2014,12,NPS,0,yuca
El Arenal,124,124,2014,12,NPS,0,yuca
Buenos Aires,478,22,2015,3,NPS,456,yuca
Canchaque,645,266,2015,3,NPS,379,yuca
El Arenal,478,22,2015,3,NPS,456,yuca
Buenos Aires,478,468,2015,4,NPS,10,yuca
Santa Catalina de Mossa,1035,80,2015,4,NPS,955,yuca
Huancabamba,16653,4470,2015,4,NPS,12183,yuca
Canchaque,645,520,2015,4,NPS,125,yuca
El Carmen de la Frontera,137,111,2015,4,NPS,26,yuca
Frías,9222,2460,2015,4,NPS,6762,yuca
Lagunas,62,18,2015,4,NPS,44,yuca
El Arenal,478,468,2015,4,NPS,10,yuca
Tamarindo,28,28,2015,5,NPS,0,yuca
Vichayal,168,168,2015,5,NPS,0,yuca
Buenos Aires,478,478,2015,5,NPS,0,yuca
Santa Catalina de Mossa,1035,940,2015,5,NPS,95,yuca
Huancabamba,16653,14837,2015,5,NPS,1816,yuca
Canchaque,645,645,2015,5,NPS,0,yuca
El Carmen de la Frontera,137,111,2015,5,NPS,26,yuca
San Miguel del Faique,3,3,2015,5,NPS,0,yuca
Frías,9192,3380,2015,5,NPS,5812,yuca
Lagunas,62,46,2015,5,NPS,16,yuca
El Arenal,478,478,2015,5,NPS,0,yuca
El Arenal,312,156,2015,6,NPS,156,yuca
Tamarindo,28,28,2015,6,NPS,0,yuca
Vichayal,168,168,2015,6,NPS,0,yuca
Buenos Aires,478,478,2015,6,NPS,0,yuca
Santa Catalina de Mossa,1035,1022,2015,6,NPS,13,yuca
Huancabamba,16653,15023,2015,6,NPS,1630,yuca
Canchaque,645,645,2015,6,NPS,0,yuca
El Carmen de la Frontera,137,111,2015,6,NPS,26,yuca
San Miguel del Faique,3,3,2015,6,NPS,0,yuca
Frías,9192,3592,2015,6,NPS,5600,yuca
Lagunas,62,49,2015,6,NPS,13,yuca
El Arenal,478,478,2015,6,NPS,0,yuca
El Arenal,312,312,2015,7,NPS,0,yuca
Tamarindo,28,28,2015,7,D0,0,yuca
Vichayal,168,168,2015,7,NPS,0,yuca
Buenos Aires,478,478,2015,7,NPS,0,yuca
Santa Catalina de Mossa,1035,1028,2015,7,NPS,7,yuca
Huancabamba,16653,15236,2015,7,NPS,1417,yuca
Canchaque,645,645,2015,7,NPS,0,yuca
El Carmen de la Frontera,137,111,2015,7,NPS,26,yuca
San Miguel del Faique,3,3,2015,7,NPS,0,yuca
Frías,9192,3592,2015,7,NPS,5600,yuca
Lagunas,62,54,2015,7,NPS,8,yuca
El Arenal,478,478,2015,7,NPS,0,yuca
El Arenal,312,312,2015,8,NPS,0,yuca
Tamarindo,28,28,2015,8,D1,0,yuca
Vichayal,168,168,2015,8,NPS,0,yuca
Buenos Aires,478,478,2015,8,NPS,0,yuca
Santa Catalina de Mossa,1035,1035,2015,8,D0,0,yuca
Huancabamba,16653,15311,2015,8,NPS,1342,yuca
Canchaque,645,645,2015,8,NPS,0,yuca
El Carmen de la Frontera,137,111,2015,8,NPS,26,yuca
San Miguel del Faique,3,3,2015,8,NPS,0,yuca
Frías,9192,3592,2015,8,NPS,5600,yuca
Lagunas,62,54,2015,8,D0,8,yuca
El Arenal,478,478,2015,8,NPS,0,yuca
Amotape,6650,238,2015,9,D3,6412,yuca
El Arenal,312,312,2015,9,NPS,0,yuca
Tamarindo,28,28,2015,9,D1,0,yuca
Vichayal,168,168,2015,9,NPS,0,yuca
Buenos Aires,478,478,2015,9,NPS,0,yuca
Santa Catalina de Mossa,1035,1035,2015,9,D0,0,yuca
Huancabamba,16653,15311,2015,9,NPS,1342,yuca
Canchaque,645,645,2015,9,NPS,0,yuca
El Carmen de la Frontera,137,111,2015,9,NPS,26,yuca
San Miguel del Faique,3,3,2015,9,NPS,0,yuca
Frías,9192,3592,2015,9,NPS,5600,yuca
Lagunas,62,62,2015,9,D0,0,yuca
El Arenal,478,478,2015,9,NPS,0,yuca
Amotape,6650,238,2015,12,D3,6412,yuca
El Arenal,312,312,2015,12,NPS,0,yuca
Tamarindo,28,28,2015,12,NPS,0,yuca
Vichayal,168,168,2015,12,NPS,0,yuca
Buenos Aires,478,478,2015,12,NPS,0,yuca
Santa Catalina de Mossa,1035,1035,2015,12,D0,0,yuca
Huancabamba,16653,15311,2015,12,D0,1342,yuca
Canchaque,645,645,2015,12,NPS,0,yuca
El Carmen de la Frontera,137,111,2015,12,NPS,26,yuca
San Miguel del Faique,3,3,2015,12,NPS,0,yuca
Frías,9192,3592,2015,12,NPS,5600,yuca
Lagunas,62,62,2015,12,NPS,0,yuca
El Arenal,478,478,2015,12,NPS,0,yuca
Buenos Aires,235,24,2016,3,D0,211,yuca
Huancabamba,19415,100,2016,3,D0,19315,yuca
Canchaque,685,315,2016,3,NPS,370,yuca
El Arenal,235,24,2016,3,NPS,211,yuca
Buenos Aires,235,116,2016,4,NPS,119,yuca
Huancabamba,19415,9476,2016,4,D0,9939,yuca
Canchaque,685,561,2016,4,NPS,124,yuca
El Carmen de la Frontera,112,52,2016,4,NPS,60,yuca
Frías,2253,2253,2016,4,NPS,0,yuca
Lagunas,73,19,2016,4,D0,54,yuca
El Arenal,235,116,2016,4,NPS,119,yuca
Tamarindo,22,22,2016,5,NPS,0,yuca
Vichayal,90,90,2016,5,D0,0,yuca
Buenos Aires,235,120,2016,5,NPS,115,yuca
Santa Catalina de Mossa,947,481,2016,5,D0,466,yuca
Huancabamba,19415,14170,2016,5,NPS,5245,yuca
Canchaque,685,685,2016,5,NPS,0,yuca
El Carmen de la Frontera,112,112,2016,5,NPS,0,yuca
San Miguel del Faique,1,1,2016,5,D0,0,yuca
Frías,2253,2253,2016,5,NPS,0,yuca
Lagunas,73,25,2016,5,D0,48,yuca
El Arenal,235,120,2016,5,NPS,115,yuca
El Arenal,308,20,2016,6,NPS,288,yuca
Tamarindo,22,22,2016,6,D0,0,yuca
Vichayal,90,90,2016,6,D0,0,yuca
Buenos Aires,235,214,2016,6,D0,21,yuca
Santa Catalina de Mossa,947,932,2016,6,D0,15,yuca
Huancabamba,19415,17688,2016,6,NPS,1727,yuca
Canchaque,685,685,2016,6,NPS,0,yuca
El Carmen de la Frontera,112,112,2016,6,NPS,0,yuca
San Miguel del Faique,1,1,2016,6,D0,0,yuca
Frías,2253,2253,2016,6,NPS,0,yuca
Lagunas,73,50,2016,6,D1,23,yuca
El Arenal,235,214,2016,6,NPS,21,yuca
Amotape,5579,1703,2016,7,D3,3876,yuca
El Arenal,308,308,2016,7,NPS,0,yuca
Tamarindo,22,22,2016,7,D0,0,yuca
Vichayal,90,90,2016,7,D0,0,yuca
Buenos Aires,235,214,2016,7,D0,21,yuca
Santa Catalina de Mossa,947,944,2016,7,D0,3,yuca
Huancabamba,19415,17933,2016,7,D0,1482,yuca
Canchaque,685,685,2016,7,D0,0,yuca
El Carmen de la Frontera,112,112,2016,7,NPS,0,yuca
San Miguel del Faique,1,1,2016,7,D0,0,yuca
Frías,2253,2253,2016,7,NPS,0,yuca
Lagunas,73,65,2016,7,D0,8,yuca
El Arenal,235,214,2016,7,NPS,21,yuca
Amotape,5579,3904,2016,8,D3,1675,yuca
El Arenal,308,308,2016,8,NPS,0,yuca
Tamarindo,22,22,2016,8,D0,0,yuca
Vichayal,90,90,2016,8,NPS,0,yuca
Buenos Aires,235,214,2016,8,NPS,21,yuca
Santa Catalina de Mossa,947,947,2016,8,D1,0,yuca
Huancabamba,19415,17933,2016,8,NPS,1482,yuca
Canchaque,685,685,2016,8,NPS,0,yuca
El Carmen de la Frontera,112,112,2016,8,NPS,0,yuca
San Miguel del Faique,1,1,2016,8,D1,0,yuca
Frías,2253,2253,2016,8,D0,0,yuca
Lagunas,73,73,2016,8,NPS,0,yuca
El Arenal,235,214,2016,8,NPS,21,yuca
Amotape,5579,4549,2016,9,D3,1030,yuca
El Arenal,308,308,2016,9,NPS,0,yuca
Tamarindo,22,22,2016,9,NPS,0,yuca
Vichayal,90,90,2016,9,NPS,0,yuca
Buenos Aires,235,214,2016,9,NPS,21,yuca
Santa Catalina de Mossa,947,947,2016,9,D1,0,yuca
Huancabamba,19415,17933,2016,9,NPS,1482,yuca
Canchaque,685,685,2016,9,D0,0,yuca
El Carmen de la Frontera,112,112,2016,9,NPS,0,yuca
San Miguel del Faique,1,1,2016,9,NPS,0,yuca
Frías,2253,2253,2016,9,D0,0,yuca
Lagunas,73,73,2016,9,NPS,0,yuca
El Arenal,235,214,2016,9,NPS,21,yuca
Amotape,5579,4549,2016,12,D3,1030,yuca
El Arenal,308,308,2016,12,NPS,0,yuca
Tamarindo,22,22,2016,12,D0,0,yuca
Vichayal,90,90,2016,12,NPS,0,yuca
Buenos Aires,235,214,2016,12,NPS,21,yuca
Santa Catalina de Mossa,947,947,2016,12,NPS,0,yuca
Huancabamba,19415,17933,2016,12,NPS,1482,yuca
Canchaque,685,685,2016,12,D0,0,yuca
El Carmen de la Frontera,112,112,2016,12,NPS,0,yuca
San Miguel del Faique,1,1,2016,12,NPS,0,yuca
Frías,2253,2253,2016,12,NPS,0,yuca
Lagunas,73,73,2016,12,NPS,0,yuca
El Arenal,235,214,2016,12,NPS,21,yuca
Buenos Aires,670,645,2017,4,NPS,25,yuca
Huancabamba,17474,8664,2017,4,NPS,8810,yuca
Canchaque,722,596,2017,4,NPS,126,yuca
El Carmen de la Frontera,113,113,2017,4,NPS,0,yuca
Frías,6800,4200,2017,4,NPS,2600,yuca
Lagunas,72,19,2017,4,NPS,53,yuca
Tamarindo,24,24,2017,5,NPS,0,yuca
Buenos Aires,670,645,2017,5,NPS,25,yuca
Santa Catalina de Mossa,1008,993,2017,5,D0,15,yuca
Huancabamba,17474,17474,2017,5,NPS,0,yuca
Canchaque,722,722,2017,5,NPS,0,yuca
El Carmen de la Frontera,113,113,2017,5,NPS,0,yuca
Frías,6800,4200,2017,5,NPS,2600,yuca
Lagunas,72,58,2017,5,NPS,14,yuca
Amotape,5687,20,2017,6,D0,5667,yuca
Tamarindo,24,24,2017,6,D0,0,yuca
Buenos Aires,670,645,2017,6,D0,25,yuca
Santa Catalina de Mossa,1008,1000,2017,6,D0,8,yuca
Huancabamba,17474,17474,2017,6,NPS,0,yuca
Canchaque,722,722,2017,6,NPS,0,yuca
El Carmen de la Frontera,113,113,2017,6,NPS,0,yuca
San Miguel del Faique,1,1,2017,6,D1,0,yuca
Frías,6800,4200,2017,6,D0,2600,yuca
Lagunas,72,69,2017,6,D0,3,yuca
Amotape,5687,2482,2017,7,D0,3205,yuca
El Arenal,273,273,2017,7,D0,0,yuca
Tamarindo,24,24,2017,7,D0,0,yuca
Buenos Aires,670,645,2017,7,D0,25,yuca
Santa Catalina de Mossa,1008,1004,2017,7,D1,4,yuca
Huancabamba,17474,17474,2017,7,D0,0,yuca
Canchaque,722,722,2017,7,NPS,0,yuca
El Carmen de la Frontera,113,113,2017,7,NPS,0,yuca
San Miguel del Faique,1,1,2017,7,D1,0,yuca
Frías,6800,4200,2017,7,D0,2600,yuca
Lagunas,72,72,2017,7,D0,0,yuca
Amotape,5687,3878,2017,8,D0,1809,yuca
El Arenal,273,273,2017,8,D0,0,yuca
Tamarindo,24,24,2017,8,D0,0,yuca
Buenos Aires,670,645,2017,8,NPS,25,yuca
Santa Catalina de Mossa,1008,1008,2017,8,NPS,0,yuca
Huancabamba,17474,17474,2017,8,D0,0,yuca
Canchaque,722,722,2017,8,NPS,0,yuca
El Carmen de la Frontera,113,113,2017,8,NPS,0,yuca
San Miguel del Faique,1,1,2017,8,D1,0,yuca
Frías,6800,4200,2017,8,D0,2600,yuca
Lagunas,72,72,2017,8,NPS,0,yuca
Amotape,5687,5687,2017,9,D0,0,yuca
El Arenal,273,273,2017,9,D0,0,yuca
Tamarindo,24,24,2017,9,D0,0,yuca
Buenos Aires,670,645,2017,9,NPS,25,yuca
Santa Catalina de Mossa,1008,1008,2017,9,NPS,0,yuca
Huancabamba,17474,17474,2017,9,D0,0,yuca
Canchaque,722,722,2017,9,NPS,0,yuca
El Carmen de la Frontera,113,113,2017,9,NPS,0,yuca
San Miguel del Faique,1,1,2017,9,D0,0,yuca
Frías,6800,4200,2017,9,D0,2600,yuca
Lagunas,72,72,2017,9,NPS,0,yuca
Amotape,5687,5687,2017,12,D1,0,yuca
El Arenal,273,273,2017,12,NPS,0,yuca
Tamarindo,24,24,2017,12,D0,0,yuca
Buenos Aires,670,645,2017,12,NPS,25,yuca
Santa Catalina de Mossa,1008,1008,2017,12,D0,0,yuca
Huancabamba,17474,17474,2017,12,NPS,0,yuca
Canchaque,722,722,2017,12,NPS,0,yuca
El Carmen de la Frontera,113,113,2017,12,NPS,0,yuca
San Miguel del Faique,1,1,2017,12,D0,0,yuca
Frías,6800,4200,2017,12,D0,2600,yuca
Lagunas,72,72,2017,12,NPS,0,yuca
Buenos Aires,279,279,2018,4,NPS,0,yuca
Santa Catalina de Mossa,221,86,2018,4,D1,135,yuca
Huancabamba,14405,13368,2018,4,D0,1037,yuca
Canchaque,714,580,2018,4,NPS,134,yuca
Frías,387,375,2018,4,NPS,12,yuca
Lagunas,76,21,2018,4,NPS,55,yuca
Tamarindo,24,24,2018,5,NPS,0,yuca
Vichayal,55,55,2018,5,D0,0,yuca
Buenos Aires,279,279,2018,5,NPS,0,yuca
Salitral,12,12,2018,5,D0,0,yuca
Santa Catalina de Mossa,221,212,2018,5,D1,9,yuca
Huancabamba,14405,14394,2018,5,NPS,11,yuca
Canchaque,714,714,2018,5,NPS,0,yuca
El Carmen de la Frontera,34,34,2018,5,NPS,0,yuca
Frías,387,375,2018,5,NPS,12,yuca
Lagunas,76,22,2018,5,NPS,54,yuca
El Arenal,414,208,2018,6,D0,206,yuca
Tamarindo,24,24,2018,6,D0,0,yuca
Vichayal,55,55,2018,6,D0,0,yuca
Buenos Aires,279,279,2018,6,D0,0,yuca
Salitral,12,12,2018,6,NPS,0,yuca
Santa Catalina de Mossa,221,216,2018,6,NPS,5,yuca
Huancabamba,14405,14404,2018,6,NPS,1,yuca
Canchaque,714,714,2018,6,NPS,0,yuca
